variable_id,variable,inspection_grade,ablation_screen_category,split,dose,primary_dose,target_feature,feature_high_side,steering_side,train_target_activation_gap,control_features,target_mean_attenuation,matched_control_mean_attenuation,target_minus_control_attenuation,target_minus_control_ci_low,target_minus_control_ci_high,target_minus_control_bootstrap_p
2,basic_constituent_order,C,positive_control_advantage,test,1.0,True,932,changed,basis,0.016185056505492,"1887,1302,7136",0.0018324911361560225,0.0013101479271426797,0.0005223431682679803,-0.0003632215584511869,0.0014230368184507821,0.25287356321839083
2,basic_constituent_order,C,positive_control_advantage,test,2.0,False,932,changed,basis,0.016185056505492,"1887,1302,7136",0.004518290515989065,0.0020799017511308193,0.002438388839364052,0.001492839717597235,0.003436023210291751,0.0009995002498750624
3,nominal_modifier_order,C,positive_control_advantage,val,0.5,False,4426,basis,changed,0.014806400751694999,"8685,1385,12995",0.0010037771426141262,0.0029252534732222557,-0.0019214766146615147,-0.0034383961842395366,-0.0004255393717903645,0.01199400299850075
3,nominal_modifier_order,C,positive_control_advantage,val,1.0,True,4426,basis,changed,0.014806400751694999,"8685,1385,12995",0.0005211998359300196,0.002920443657785654,-0.0023992436821572483,-0.0041351548449601976,-0.00061470244784141,0.0069965017491254375
3,nominal_modifier_order,C,positive_control_advantage,val,2.0,False,4426,basis,changed,0.014806400751694999,"8685,1385,12995",0.0027271860744804144,0.003612317843362689,-0.0008851313979539554,-0.0027738109727506524,0.0010011544150365797,0.34782608695652173
3,nominal_modifier_order,C,positive_control_advantage,test,0.5,False,4426,basis,changed,0.014806400751694999,"8685,1385,12995",5.047544618719257e-06,0.0003598808543756604,-0.00035483324201777576,-0.0022952231246745215,0.0016376272767665786,0.7286356821589205
3,nominal_modifier_order,C,positive_control_advantage,test,1.0,True,4426,basis,changed,0.014806400751694999,"8685,1385,12995",0.0008069535251706839,0.0013964378740638494,-0.000589484233641997,-0.002369527343194932,0.0011671814584988157,0.5487256371814093
3,nominal_modifier_order,C,positive_control_advantage,test,2.0,False,4426,basis,changed,0.014806400751694999,"8685,1385,12995",0.0024303977843374014,0.0010247572790831327,0.0014056404074653983,-0.0009683153802761809,0.003832414210424757,0.22688655672163918
4,case_marking,B,null_or_reverse,val,0.5,False,13269,changed,basis,0.0063829266000539,"6618,4814,12995",-0.0007487253751605749,0.0005409510340541601,-0.0012896763428580016,-0.0026333689214661717,8.227298542624272e-05,0.06996501749125437
4,case_marking,B,null_or_reverse,val,1.0,True,13269,changed,basis,0.0063829266000539,"6618,4814,12995",0.0004876471939496696,-0.0003091432445216924,0.0007967904792167246,-0.000617790236894507,0.0021974678605329243,0.26686656671664166
4,case_marking,B,null_or_reverse,val,2.0,False,13269,changed,basis,0.0063829266000539,"6618,4814,12995",-0.0009463295573368669,-0.0025255531072616577,0.0015792234672699123,1.1378311726730326e-05,0.0029486589706502844,0.04897551224387806
4,case_marking,B,null_or_reverse,test,0.5,False,13269,changed,basis,0.0063829266000539,"6618,4814,12995",-0.0027822924312204123,-0.0008881491958163679,-0.001894143163226545,-0.0034220481747761367,-0.000320077983371448,0.025987006496751622
4,case_marking,B,null_or_reverse,test,1.0,True,13269,changed,basis,0.0063829266000539,"6618,4814,12995",-0.00114016595762223,-0.0011665640631690621,2.6398098561912775e-05,-0.001260300562076736,0.0011847346142167222,0.9775112443778111
4,case_marking,B,null_or_reverse,test,2.0,False,13269,changed,basis,0.0063829266000539,"6618,4814,12995",0.00021328985167201608,-0.0022193724289536476,0.0024326624581590293,0.0009450271950336173,0.00398928956023883,0.0029985007496251873
5,morphosyntactic_alignment,D,null_or_reverse,val,0.5,False,7247,basis,changed,0.018862634897232,"1302,8041,9728",0.0010004363721236587,0.0028248245362192392,-0.0018243883596733212,-0.0048920553689822555,0.0014170852694660404,0.2608695652173913
5,morphosyntactic_alignment,D,null_or_reverse,val,1.0,True,7247,basis,changed,0.018862634897232,"1302,8041,9728",0.0007699435809627175,0.0011646002531051636,-0.00039465660927817225,-0.0030653959367773495,0.002214301503729075,0.7616191904047976
5,morphosyntactic_alignment,D,null_or_reverse,val,2.0,False,7247,basis,changed,0.018862634897232,"1302,8041,9728",-0.0017273422563448548,0.004186886362731457,-0.00591422878409503,-0.008558302233868744,-0.003196701341257722,0.0009995002498750624
5,morphosyntactic_alignment,D,null_or_reverse,test,0.5,False,7247,basis,changed,0.018862634897232,"1302,8041,9728",7.651515625184402e-05,0.0005704686627723277,-0.0004939533770084381,-0.0030246342472964897,0.0019956129944184776,0.6636681659170415
5,morphosyntactic_alignment,D,null_or_reverse,test,1.0,True,7247,basis,changed,0.018862634897232,"1302,8041,9728",-0.004797209519892931,-0.0028871663380414248,-0.001910042951349169,-0.0047717823462444355,0.0008469139498192775,0.17691154422788605
5,morphosyntactic_alignment,D,null_or_reverse,test,2.0,False,7247,basis,changed,0.018862634897232,"1302,8041,9728",-0.0030868342146277428,-0.0008548654150217772,-0.0022319689020514487,-0.005040523299598135,0.0007315874518826597,0.12593703148425786
6,transitivity_valency,C,specific_positive,val,0.5,False,164,changed,basis,0.11584952473640447,"7247,8041,9728",-0.004583280999213457,-0.0033839219249784946,-0.0011993592511862516,-0.0031020148771349343,0.0007135713088791809,0.26186906546726635
6,transitivity_valency,C,specific_positive,val,1.0,True,164,changed,basis,0.11584952473640447,"7247,8041,9728",-0.0010610431199893355,-0.006923179142177105,0.005862136017531157,0.002597801815136336,0.009036405859864316,0.0009995002498750624
6,transitivity_valency,C,specific_positive,val,2.0,False,164,changed,basis,0.11584952473640447,"7247,8041,9728",0.0037450308445841074,-0.01191477570682764,0.01565980654209852,0.009690239591989667,0.021613378172274676,0.0009995002498750624
6,transitivity_valency,C,specific_positive,test,0.5,False,164,changed,basis,0.11584952473640447,"7247,8041,9728",0.0006538283778354526,-0.0033950014039874077,0.004048829646781087,0.0021434015148552137,0.0058386820347514,0.0009995002498750624
6,transitivity_valency,C,specific_positive,test,1.0,True,164,changed,basis,0.11584952473640447,"7247,8041,9728",0.004053013399243355,-0.0037601448129862547,0.007813157998025417,0.004956112960702739,0.010826071170682553,0.0009995002498750624
6,transitivity_valency,C,specific_positive,test,2.0,False,164,changed,basis,0.11584952473640447,"7247,8041,9728",0.012553922832012177,-0.008787326514720917,0.021341250892728567,0.016066334541887044,0.02675309359887615,0.0009995002498750624
7,voice_and_agent_prominence,A,positive_control_advantage,val,0.5,False,8235,changed,basis,0.0332987844012677,"9728,8041,7247",0.002059456193819642,0.0009239283972419798,0.0011355277057737113,0.0003077641613490414,0.0019100882673519664,0.008995502248875561
7,voice_and_agent_prominence,A,positive_control_advantage,val,1.0,True,8235,changed,basis,0.0332987844012677,"9728,8041,7247",0.0015441454015672207,0.000990885659120977,0.0005532596673583612,-0.00017142925450752954,0.0012781563229218587,0.12993503248375812
7,voice_and_agent_prominence,A,positive_control_advantage,val,2.0,False,8235,changed,basis,0.0332987844012677,"9728,8041,7247",0.0056505328975617886,0.003124629845842719,0.002525902985362336,0.0015700532587943597,0.003540767330181551,0.0009995002498750624
7,voice_and_agent_prominence,A,positive_control_advantage,test,0.5,False,8235,changed,basis,0.0332987844012677,"9728,8041,7247",0.001126265269704163,0.0007023651851341128,0.0004239000228699297,-0.0004815196656854823,0.00135795169218909,0.36681659170414793
7,voice_and_agent_prominence,A,positive_control_advantage,test,1.0,True,8235,changed,basis,0.0332987844012677,"9728,8041,7247",0.0022878076415508986,0.0012320363894104958,0.0010557712917216122,-6.485854540369474e-05,0.002123294742166763,0.063968015992004
7,voice_and_agent_prominence,A,positive_control_advantage,test,2.0,False,8235,changed,basis,0.0332987844012677,"9728,8041,7247",0.005976730491966009,0.002141741570085287,0.003834988963790238,0.002286949140834622,0.005353139825398101,0.0009995002498750624
8,causativity_and_valency_change,D,positive_control_advantage,val,0.5,False,8182,changed,basis,0.13819611072540283,"164,7247,8041",-0.0026501768734306097,-0.0016086656833067536,-0.0010415110387839376,-0.0037466291099553925,0.001537046118988655,0.42278860569715143
8,causativity_and_valency_change,D,positive_control_advantage,val,1.0,True,8182,changed,basis,0.13819611072540283,"164,7247,8041",0.0010586953721940517,-0.0019012806005775928,0.0029599760693963615,-0.0006574989623040892,0.006326555418316273,0.11094452773613193
8,causativity_and_valency_change,D,positive_control_advantage,val,2.0,False,8182,changed,basis,0.13819611072540283,"164,7247,8041",-0.0070405094884335995,-0.007030516397207975,-9.992783889174461e-06,-0.005700858151307329,0.005698626792058348,0.9505247376311844
8,causativity_and_valency_change,D,positive_control_advantage,test,0.5,False,8182,changed,basis,0.13819611072540283,"164,7247,8041",-0.0026300279423594475,-0.0023556845262646675,-0.0002743431134149432,-0.0027340249014087023,0.0022491820955183343,0.8545727136431784
8,causativity_and_valency_change,D,positive_control_advantage,test,1.0,True,8182,changed,basis,0.13819611072540283,"164,7247,8041",-0.0009341183467768133,-0.0032700246665626764,0.0023359061649534853,-0.0005836393807840067,0.005409474536543711,0.13193403298350825
8,causativity_and_valency_change,D,positive_control_advantage,test,2.0,False,8182,changed,basis,0.13819611072540283,"164,7247,8041",-0.007951837033033371,-0.0070463065057992935,-0.0009055303502827883,-0.006752393113216385,0.005412193505791947,0.768615692153923
9,analytic_vs_synthetic_encoding,C,specific_positive,val,0.5,False,144,basis,changed,0.010161088313907399,"758,6216,6900",-0.0017562946304678917,-0.0012801934499293566,-0.0004761012247763574,-0.0014929561788740101,0.000646463180833961,0.41379310344827586
9,analytic_vs_synthetic_encoding,C,specific_positive,val,1.0,True,144,basis,changed,0.010161088313907399,"758,6216,6900",2.4640858100610785e-05,-0.0008529481128789485,0.0008775888558011502,-0.0003314663938072044,0.00202436423790641,0.14992503748125938
9,analytic_vs_synthetic_encoding,C,specific_positive,val,2.0,False,144,basis,changed,0.010161088313907399,"758,6216,6900",-0.0008085144800134003,0.00014316115994006395,-0.0009516756352968514,-0.002307290309545351,0.000451397554861614,0.17691154422788605
9,analytic_vs_synthetic_encoding,C,specific_positive,test,0.5,False,144,basis,changed,0.010161088313907399,"758,6216,6900",0.0003817451070062816,-0.00038740038871765137,0.0007691454677842557,-0.0005596887457941193,0.002101695579709485,0.2708645677161419
9,analytic_vs_synthetic_encoding,C,specific_positive,test,1.0,True,144,basis,changed,0.010161088313907399,"758,6216,6900",-0.00021183020726311952,0.0010020615300163627,-0.0012138916959520429,-0.003082669974392047,0.0005765085848106519,0.21489255372313842
9,analytic_vs_synthetic_encoding,C,specific_positive,test,2.0,False,144,basis,changed,0.010161088313907399,"758,6216,6900",0.0011375807225704193,0.0008400047663599253,0.0002975760045228526,-0.0013404341682326049,0.0018972239129943734,0.7296351824087957
10,morphological_segmentation_type,B,specific_positive,val,0.5,False,15843,changed,basis,0.025248312391340698,"8685,6618,5205",0.0016487931134179235,-0.0009247373673133552,0.002573530370136723,0.0015265795402810908,0.003609318177303066,0.0009995002498750624
10,morphological_segmentation_type,B,specific_positive,val,1.0,True,15843,changed,basis,0.025248312391340698,"8685,6618,5205",0.004462325479835272,-0.0015845182351768017,0.006046843542717398,0.005071186740766279,0.007100062894402071,0.0009995002498750624
10,morphological_segmentation_type,B,specific_positive,val,2.0,False,15843,changed,basis,0.025248312391340698,"8685,6618,5205",0.008270087651908398,-0.001375460298731923,0.009645547708496452,0.007830798371578566,0.011333652752568013,0.0009995002498750624
10,morphological_segmentation_type,B,specific_positive,test,0.5,False,15843,changed,basis,0.025248312391340698,"8685,6618,5205",-0.0007242006249725819,-0.00012270866136532277,-0.0006014919356675818,-0.0017726725529064423,0.0006836299589922417,0.3708145927036482
10,morphological_segmentation_type,B,specific_positive,test,1.0,True,15843,changed,basis,0.025248312391340698,"8685,6618,5205",0.004075041972100735,-0.0005295141600072384,0.0046045560122001915,0.0033000407624349465,0.00596264953672653,0.0009995002498750624
10,morphological_segmentation_type,B,specific_positive,test,2.0,False,15843,changed,basis,0.025248312391340698,"8685,6618,5205",0.00811071414500475,-0.0010872575221583247,0.009197971536777913,0.007795593828312121,0.010643894930952228,0.0009995002498750624
11,agreement_indexing_density,C,specific_positive,val,0.5,False,758,changed,basis,0.06319031026214361,"7247,5205,8041",0.00019401550525799394,-0.001124818343669176,0.0013188338500913232,0.00046187915251357485,0.002126346725883194,0.0029985007496251873
11,agreement_indexing_density,C,specific_positive,val,1.0,True,758,changed,basis,0.06319031026214361,"7247,5205,8041",6.201267387950793e-05,-0.0021295626647770405,0.00219157537445426,0.0009976906482479534,0.0034203585332143118,0.0009995002498750624
11,agreement_indexing_density,C,specific_positive,val,2.0,False,758,changed,basis,0.06319031026214361,"7247,5205,8041",0.0009699058718979359,-0.0046559409238398075,0.005625846328912303,0.0034282696251175366,0.007878732953395228,0.0009995002498750624
11,agreement_indexing_density,C,specific_positive,test,0.5,False,758,changed,basis,0.06319031026214361,"7247,5205,8041",0.0010982892708852887,-0.0007811065297573805,0.0018793957936577498,0.0009260427708213683,0.0028137956828577435,0.0009995002498750624
11,agreement_indexing_density,C,specific_positive,test,1.0,True,758,changed,basis,0.06319031026214361,"7247,5205,8041",0.00218402873724699,-0.0014194354880601168,0.0036034640920115635,0.0023616812514665074,0.00486009039239434,0.0009995002498750624
11,agreement_indexing_density,C,specific_positive,test,2.0,False,758,changed,basis,0.06319031026214361,"7247,5205,8041",0.003396760206669569,-0.0043523963540792465,0.007749156903009861,0.005567529305408243,0.009764409811410586,0.0009995002498750624
12,optionality_vs_obligatoriness_of_marking,D,null_or_reverse,val,0.5,False,9607,changed,basis,0.0020566713064909,"12995,6216,8551",1.8751919924397953e-05,-0.0004924815730191767,0.0005112335231387988,4.519969431567006e-05,0.0009501266819279407,0.03298350824587706
12,optionality_vs_obligatoriness_of_marking,D,null_or_reverse,val,1.0,True,9607,changed,basis,0.0020566713064909,"12995,6216,8551",-0.00030336587224155664,0.00020245184714440256,-0.0005058177217142656,-0.0009649239322607172,-8.834913760074414e-05,0.0239880059970015
12,optionality_vs_obligatoriness_of_marking,D,null_or_reverse,val,2.0,False,9607,changed,basis,0.0020566713064909,"12995,6216,8551",-0.0005151641089469194,-0.0002450167085044086,-0.00027014744002372025,-0.0007095088172936812,0.0001820285458088619,0.24287856071964017
12,optionality_vs_obligatoriness_of_marking,D,null_or_reverse,test,0.5,False,9607,changed,basis,0.0020566713064909,"12995,6216,8551",-6.037209095666185e-05,-9.13008552743122e-05,3.0928744236007334e-05,-0.000596125046024099,0.000710350893234135,0.9395302348825587
12,optionality_vs_obligatoriness_of_marking,D,null_or_reverse,test,1.0,True,9607,changed,basis,0.0020566713064909,"12995,6216,8551",0.000678685144521296,0.000525389623362571,0.00015329555099015125,-0.0002388400712516159,0.0005555806884949557,0.43778110944527737
12,optionality_vs_obligatoriness_of_marking,D,null_or_reverse,test,2.0,False,9607,changed,basis,0.0020566713064909,"12995,6216,8551",-0.00030512086232192814,6.103227860876359e-05,-0.0003661531300167553,-0.0008901209110626951,0.0001886603483872022,0.18690654672663667
13,redundancy_cumulative_exponence,B,null_or_reverse,val,0.5,False,4814,changed,basis,0.02246557921171191,"7247,8041,5205",-0.0015603059437125921,0.0009884630562737584,-0.0025487689202418552,-0.0032191872855182736,-0.0018444416749553059,0.0009995002498750624
13,redundancy_cumulative_exponence,B,null_or_reverse,val,1.0,True,4814,changed,basis,0.02246557921171191,"7247,8041,5205",-0.0035652106162160635,0.0010444613872095942,-0.004609672308433801,-0.0054556194224278445,-0.0038897051508538436,0.0009995002498750624
13,redundancy_cumulative_exponence,B,null_or_reverse,val,2.0,False,4814,changed,basis,0.02246557921171191,"7247,8041,5205",-0.004988290835171938,0.00123640859965235,-0.006224699078593403,-0.007225660410709679,-0.00528122379060369,0.0009995002498750624
13,redundancy_cumulative_exponence,B,null_or_reverse,test,0.5,False,4814,changed,basis,0.02246557921171191,"7247,8041,5205",-0.0005918810493312776,0.00026157600223086774,-0.0008534570370102301,-0.0015785127183626172,-0.00012184664330561667,0.02498750624687656
13,redundancy_cumulative_exponence,B,null_or_reverse,test,1.0,True,4814,changed,basis,0.02246557921171191,"7247,8041,5205",-0.0014132128562778234,-0.0005453773192130029,-0.0008678356622112915,-0.001518786521293805,-0.0002689746446412756,0.001999000499750125
13,redundancy_cumulative_exponence,B,null_or_reverse,test,2.0,False,4814,changed,basis,0.02246557921171191,"7247,8041,5205",-0.004013242200016975,0.0006314340280368924,-0.004644675884628668,-0.005469863158505177,-0.003795580491074361,0.0009995002498750624
14,definiteness_and_specificity,C,specific_positive,val,0.5,False,12995,basis,changed,0.0107368240132928,"3132,13197,15325",0.0003924541233573109,-0.0011940858094021678,0.001586539769778028,0.00022416304011130706,0.0029125487655255696,0.022988505747126436
14,definiteness_and_specificity,C,specific_positive,val,1.0,True,12995,basis,changed,0.0107368240132928,"3132,13197,15325",-0.00019323393644299358,-0.0013872593408450484,0.0011940255324589088,0.00019895856860966887,0.002239469852938782,0.022988505747126436
14,definiteness_and_specificity,C,specific_positive,val,2.0,False,12995,basis,changed,0.0107368240132928,"3132,13197,15325",0.0026650410145521164,-0.0006835133535787463,0.0033485544065479187,0.0020697321766929237,0.0046590925856726225,0.0009995002498750624
14,definiteness_and_specificity,C,specific_positive,test,0.5,False,12995,basis,changed,0.0107368240132928,"3132,13197,15325",0.0015348850283771753,0.0004102648817934096,0.0011246200720779597,-4.679449694231152e-05,0.002277417168865213,0.06696651674162919
14,definiteness_and_specificity,C,specific_positive,test,1.0,True,12995,basis,changed,0.0107368240132928,"3132,13197,15325",0.0024366260040551424,-0.00013391482934821397,0.002570540850283578,0.0014187704769428819,0.0037197849172225686,0.0009995002498750624
14,definiteness_and_specificity,C,specific_positive,test,2.0,False,12995,basis,changed,0.0107368240132928,"3132,13197,15325",0.0036777013447135687,7.09475134499371e-05,0.003606753962812945,0.002467431712517282,0.004771099275763843,0.0009995002498750624
15,number_marking,B,positive_nonspecific,val,0.5,False,8685,changed,basis,0.0219481493113563,"5205,758,9728",0.002394086914137006,0.001289730193093419,0.0011043567408341914,-0.00023539922418422065,0.002365744781098327,0.09295352323838081
15,number_marking,B,positive_nonspecific,val,1.0,True,8685,changed,basis,0.0219481493113563,"5205,758,9728",0.005104562267661095,0.002320794388651848,0.0027837676997296513,0.0016678150101797655,0.0038501416629005687,0.0009995002498750624
15,number_marking,B,positive_nonspecific,val,2.0,False,8685,changed,basis,0.0219481493113563,"5205,758,9728",0.010325546376407146,0.0012051040539517999,0.009120441963896156,0.0076682382678845895,0.01053404457285069,0.0009995002498750624
15,number_marking,B,positive_nonspecific,test,0.5,False,8685,changed,basis,0.0219481493113563,"5205,758,9728",0.0010034728329628706,0.0012092078104615211,-0.00020573498331941665,-0.00156476846341684,0.001147067863232223,0.7876061969015492
15,number_marking,B,positive_nonspecific,test,1.0,True,8685,changed,basis,0.0219481493113563,"5205,758,9728",0.0038829378318041563,0.0018819347023963928,0.0020010031154379247,0.0005182725611666683,0.0034784129653708078,0.01199400299850075
15,number_marking,B,positive_nonspecific,test,2.0,False,8685,changed,basis,0.0219481493113563,"5205,758,9728",0.00910131074488163,0.0023759352043271065,0.00672537510166876,0.005216294186247978,0.008215413615253055,0.0009995002498750624
16,gender_noun_class,A,specific_positive,val,0.5,False,5205,changed,basis,0.1237051449716091,"7247,8041,9728",0.037406373769044876,0.0014803565572947264,0.035926015637815,0.03311661626119167,0.038619365894235674,0.0009995002498750624
16,gender_noun_class,A,specific_positive,val,1.0,True,5205,changed,basis,0.1237051449716091,"7247,8041,9728",0.08339895308017731,0.002268493641167879,0.08113046064972877,0.07624923427402973,0.08620512825250624,0.0009995002498750624
16,gender_noun_class,A,specific_positive,val,2.0,False,5205,changed,basis,0.1237051449716091,"7247,8041,9728",0.19129221141338348,0.006732542533427477,0.1845596455037594,0.1726941162124276,0.1955144911892712,0.0009995002498750624
16,gender_noun_class,A,specific_positive,test,0.5,False,5205,changed,basis,0.1237051449716091,"7247,8041,9728",0.0356355644762516,-0.0010264604352414608,0.03666202537715435,0.03486244923807681,0.03847998960316181,0.0009995002498750624
16,gender_noun_class,A,specific_positive,test,1.0,True,5205,changed,basis,0.1237051449716091,"7247,8041,9728",0.07862719148397446,-0.00023268861696124077,0.07885987684130669,0.0748379871211946,0.08307594434916972,0.0009995002498750624
16,gender_noun_class,A,specific_positive,test,2.0,False,5205,changed,basis,0.1237051449716091,"7247,8041,9728",0.1784854680299759,0.001098454580642283,0.17738700523972512,0.16642227584496141,0.188412261813879,0.0009995002498750624
17,animacy_and_humanness,D,specific_positive,val,0.5,False,6618,changed,basis,0.021168870851397497,"5205,7247,8041",0.007957237772643566,0.0003349437902215868,0.007622293853200972,0.006840456246980466,0.00847523024061229,0.0009995002498750624
17,animacy_and_humanness,D,specific_positive,val,1.0,True,6618,changed,basis,0.021168870851397497,"5205,7247,8041",0.022675905376672745,0.0010244701988995075,0.021651437878608702,0.020080172788351773,0.023407554471865297,0.0009995002498750624
17,animacy_and_humanness,D,specific_positive,val,2.0,False,6618,changed,basis,0.021168870851397497,"5205,7247,8041",0.04725208133459091,0.0013942718505859375,0.04585781525820494,0.04250724598485976,0.049469978498294945,0.0009995002498750624
17,animacy_and_humanness,D,specific_positive,test,0.5,False,6618,changed,basis,0.021168870851397497,"5205,7247,8041",0.008328519761562347,0.0005495625082403421,0.007778957143891603,0.006968734843248967,0.008577720224566291,0.0009995002498750624
17,animacy_and_humanness,D,specific_positive,test,1.0,True,6618,changed,basis,0.021168870851397497,"5205,7247,8041",0.02174343168735504,0.0003645707620307803,0.021378858890384437,0.019989059729035943,0.022651024607010187,0.0009995002498750624
17,animacy_and_humanness,D,specific_positive,test,2.0,False,6618,changed,basis,0.021168870851397497,"5205,7247,8041",0.04661599174141884,0.0009468100033700466,0.045669185891747476,0.042889833617955446,0.04852892691362649,0.0009995002498750624
18,person_marking_and_person_hierarchy,B,null_or_reverse,val,0.5,False,13235,changed,basis,0.0016332971863449,"12995,6944,6216",0.0014671746175736189,0.0008913501515053213,0.0005758244427852332,-0.0010257867054315284,0.0021802836898714303,0.47976011994003
18,person_marking_and_person_hierarchy,B,null_or_reverse,val,1.0,True,13235,changed,basis,0.0016332971863449,"12995,6944,6216",0.0012196928728371859,0.0008180702570825815,0.0004016226693056524,-0.0013425433115917258,0.002163743839191738,0.6316841579210395
18,person_marking_and_person_hierarchy,B,null_or_reverse,val,2.0,False,13235,changed,basis,0.0016332971863449,"12995,6944,6216",0.0013701235875487328,0.0012250964064151049,0.00014502724632620812,-0.0013224455165909603,0.0017155880642239934,0.8705647176411794
18,person_marking_and_person_hierarchy,B,null_or_reverse,test,0.5,False,13235,changed,basis,0.0016332971863449,"12995,6944,6216",0.00046505924547091126,-7.82589049777016e-05,0.0005433181865373626,-0.0006374335922591853,0.0016862765483820108,0.3588205897051474
18,person_marking_and_person_hierarchy,B,null_or_reverse,test,1.0,True,13235,changed,basis,0.0016332971863449,"12995,6944,6216",0.0006930452072992921,0.0006439045537263155,4.914063611067831e-05,-0.0013320112542423886,0.0014755481379979752,0.9665167416291854
18,person_marking_and_person_hierarchy,B,null_or_reverse,test,2.0,False,13235,changed,basis,0.0016332971863449,"12995,6944,6216",0.0010946991387754679,0.0004517219203989953,0.0006429772742558271,-0.0007098190251417692,0.001941397000657161,0.3698150924537731
19,inclusive_exclusive_distinction,C,specific_positive,val,0.5,False,6062,basis,changed,0.0077425763010978005,"9728,8041,15325",0.0015799805987626314,0.001053412677720189,0.0005265679361764341,-0.00026918440815643406,0.0013272287651780058,0.17791104447776113
19,inclusive_exclusive_distinction,C,specific_positive,val,1.0,True,6062,basis,changed,0.0077425763010978005,"9728,8041,15325",0.0026406985707581043,0.0006238556816242635,0.002016842585289851,0.0011792656159668696,0.0028858547378913498,0.0009995002498750624
19,inclusive_exclusive_distinction,C,specific_positive,val,2.0,False,6062,basis,changed,0.0077425763010978005,"9728,8041,15325",0.0023380296770483255,0.0009065245976671576,0.0014315050095319748,0.0007188914187427145,0.0021010894688370174,0.0009995002498750624
19,inclusive_exclusive_distinction,C,specific_positive,test,0.5,False,6062,basis,changed,0.0077425763010978005,"9728,8041,15325",0.0019404110498726368,0.0010783921461552382,0.0008620191103545949,8.731958868156653e-05,0.0016666424536379053,0.03498250874562719
19,inclusive_exclusive_distinction,C,specific_positive,test,1.0,True,6062,basis,changed,0.0077425763010978005,"9728,8041,15325",0.0024354865308851004,0.0006659261998720467,0.0017695605085464195,0.0009451171918190084,0.0026280458213732336,0.0009995002498750624
19,inclusive_exclusive_distinction,C,specific_positive,test,2.0,False,6062,basis,changed,0.0077425763010978005,"9728,8041,15325",0.003005904145538807,0.00036796287167817354,0.0026379414647817612,0.0017336034583859145,0.003563705970998853,0.0009995002498750624
20,pronoun_richness_and_reduction,A,specific_positive,val,0.5,False,6944,basis,changed,0.0237159398384392,"8041,9728,6618",0.0006064567132852972,0.00029198190895840526,0.0003144748113118112,-0.0007269365112879313,0.001458493420796003,0.591704147926037
20,pronoun_richness_and_reduction,A,specific_positive,val,1.0,True,6944,basis,changed,0.0237159398384392,"8041,9728,6618",0.002476275200024247,6.374307122314349e-05,0.002412532172165811,0.001128278654301539,0.003822418660216499,0.0009995002498750624
