probe_family,variable_id,variable,activation_representation,activation_layer_idx,activation_layer_name,activation_val_auroc,activation_test_auroc,activation_test_accuracy,best_text_model_kind,best_text_val_auroc,best_text_test_auroc,activation_minus_text_test_auroc,best_null_val_auroc,best_null_test_auroc,activation_minus_null_test_auroc,suspiciously_high_test_auroc,possible_overfit,weak_signal
sentence_basis_changed,11,agreement_indexing_density,mean_pooled,3,layer_3,0.9792,0.9956,0.98,word_tfidf,0.9816,0.9836,0.01200000000000001,0.6112,0.492,0.5036,True,False,False
sentence_basis_changed,12,optionality_vs_obligatoriness_of_marking,final_token,0,layer_0,0.8592,0.8403999999999999,0.67,char_tfidf,0.8286,0.746,0.09439999999999993,0.5703999999999999,0.5156000000000001,0.32479999999999987,False,False,False
sentence_basis_changed,13,redundancy_cumulative_exponence,mean_pooled,5,layer_5,0.9636,0.9803999999999999,0.92,char_tfidf,0.966,0.9703999999999999,0.010000000000000009,0.6396,0.5007999999999999,0.4796,True,False,False
sentence_basis_changed,14,definiteness_and_specificity,mean_pooled,1,layer_1,0.98,0.9747999999999999,0.91,word_tfidf,0.9948,0.9892,-0.01440000000000008,0.5716,0.5188,0.45599999999999985,True,False,False
sentence_basis_changed,15,number_marking,mean_pooled,4,layer_4,0.9724,0.962,0.91,word_tfidf,0.9892,0.9872,-0.0252,0.5823999999999999,0.51,0.45199999999999996,False,False,False
sentence_basis_changed,16,gender_noun_class,mean_pooled,1,layer_1,1.0,0.99,0.96,word_tfidf,0.9995999999999999,0.9956,-0.005600000000000049,0.5772,0.512,0.478,True,False,False
sentence_basis_changed,17,animacy_and_humanness,mean_pooled,1,layer_1,0.9492,0.9383999999999999,0.83,word_tfidf,0.9079999999999999,0.9156,0.02279999999999993,0.586,0.5147999999999999,0.4236,False,False,False
sentence_basis_changed,18,person_marking_and_person_hierarchy,mean_pooled,5,layer_5,0.8764,0.724,0.59,word_tfidf,0.8092,0.7964,-0.07240000000000002,0.5748,0.4848,0.23919999999999997,False,False,False
sentence_basis_changed,19,inclusive_exclusive_distinction,mean_pooled,0,layer_0,1.0,1.0,1.0,char_tfidf,1.0,1.0,0.0,0.5536000000000001,0.4888,0.5112,True,False,False
sentence_basis_changed,20,pronoun_richness_and_reduction,final_token,0,layer_0,1.0,1.0,1.0,char_tfidf,0.982,0.9916,0.008399999999999963,0.6088000000000001,0.5408,0.45920000000000005,True,False,False
sentence_basis_changed,21,possession_and_alienability,mean_pooled,0,layer_0,0.7859999999999999,0.8892,0.84,word_tfidf,0.9408,0.9712,-0.08199999999999996,0.5872,0.49920000000000003,0.38999999999999996,False,True,False
sentence_basis_changed,22,tense_prominence,mean_pooled,3,layer_3,0.966,0.9612,0.91,word_tfidf,0.9796,0.9776,-0.01639999999999997,0.5691999999999999,0.5464,0.41480000000000006,False,False,False
sentence_basis_changed,23,aspect_and_event_structure,mean_pooled,0,layer_0,0.8864,0.8896,0.83,char_tfidf,0.9412,0.954,-0.06440000000000001,0.5536000000000001,0.5192,0.37039999999999995,False,False,False
sentence_basis_changed,24,modality_and_mood,final_token,3,layer_3,0.8387999999999999,0.7564,0.63,char_tfidf,0.9264,0.9211999999999999,-0.16479999999999995,0.5452,0.5431999999999999,0.21320000000000006,False,False,False
sentence_basis_changed,25,epistemic_modality,mean_pooled,1,layer_1,0.9604,0.9412,0.86,word_tfidf,0.9448000000000001,0.96,-0.018799999999999928,0.5516000000000001,0.5184,0.42280000000000006,False,False,False
sentence_basis_changed,26,evidentiality,mean_pooled,4,layer_4,0.9948,0.9611999999999999,0.86,char_tfidf,0.9935999999999999,0.9843999999999999,-0.0232,0.5892,0.5068,0.4543999999999999,False,False,False
sentence_basis_changed,27,mirativity_stance_and_affect_marking,final_token,2,layer_2,1.0,1.0,1.0,length_punct,0.9812,0.9424,0.057599999999999985,0.6536,0.6268,0.3732,True,False,False
sentence_basis_changed,28,negation_and_polarity_structure,mean_pooled,1,layer_1,0.9508000000000001,0.9645999999999999,0.86,word_tfidf,0.9636,0.967,-0.0024000000000000687,0.558,0.517,0.4475999999999999,False,False,False
sentence_basis_changed,29,quantifier_scope_and_distributivity,mean_pooled,2,layer_2,1.0,1.0,0.99,word_tfidf,1.0,1.0,0.0,0.538,0.5424,0.4576,True,False,False
sentence_basis_changed,30,conditional_and_counterfactual_marking,mean_pooled,0,layer_0,0.9852,0.9798,0.91,word_tfidf,0.9703999999999999,0.9672000000000001,0.012599999999999945,0.5511999999999999,0.5246000000000001,0.45519999999999994,True,False,False
sentence_basis_changed,31,subordination_and_embedding,final_token,4,layer_4,0.9696,0.9319999999999999,0.85,char_tfidf,0.9772,0.9772,-0.04520000000000002,0.6012,0.5404,0.39159999999999995,False,False,False
sentence_basis_changed,32,quotation_and_reported_speech_structure,final_token,3,layer_3,1.0,0.9956,0.97,char_tfidf,1.0,1.0,-0.0043999999999999595,0.5940000000000001,0.5980000000000001,0.39759999999999995,True,False,False
sentence_basis_changed,33,discourse_relation_marking,mean_pooled,1,layer_1,0.9956,0.994,0.97,word_tfidf,0.9672000000000001,0.9728,0.021199999999999997,0.5728,0.4868,0.5072,True,False,False
sentence_basis_changed,34,topic_comment_structure,final_token,0,layer_0,0.9119999999999999,0.8428,0.71,char_tfidf,0.8362,0.8364,0.006399999999999961,0.5528000000000001,0.4352,0.4076,False,False,False
sentence_basis_changed,35,focus_and_given_new_marking,final_token,0,layer_0,0.9872000000000001,0.9516,0.82,char_tfidf,0.9636,0.9248,0.026800000000000046,0.5568,0.5167999999999999,0.4348000000000001,False,False,False
sentence_basis_changed,36,genericity_and_kind_level_reference,final_token,3,layer_3,0.9388,0.8515999999999999,0.74,char_tfidf,0.9047999999999999,0.9004,-0.048800000000000066,0.6264,0.5052,0.34639999999999993,False,False,False
sentence_basis_changed,37,social_deixis_honorifics_status_encoding,final_token,3,layer_3,1.0,0.9975999999999999,0.98,char_tfidf,1.0,1.0,-0.0024000000000000687,0.5651999999999999,0.6367999999999999,0.3608,True,False,False
sentence_basis_changed,38,speech_act_force_and_request_directness,mean_pooled,4,layer_4,0.9782,0.9794,0.9,char_tfidf,0.9805999999999999,0.9817999999999999,-0.0023999999999998467,0.6033999999999999,0.5722,0.4072,True,False,False
sentence_basis_changed,39,deixis_and_perspective_anchoring,mean_pooled,0,layer_0,1.0,1.0,1.0,char_tfidf,0.9988,1.0,0.0,0.544,0.5448,0.45520000000000005,True,False,False
sentence_basis_changed,40,orthographic_and_tokenization_interface,mean_pooled,0,layer_0,0.9259999999999999,0.9144,0.79,char_tfidf,0.8058000000000001,0.7888000000000001,0.12559999999999993,0.5528000000000001,0.4908,0.4236,False,False,False
