variable_id,variable,sentence_activation_test_auroc,sentence_activation_test_auroc_ci_lower,sentence_activation_test_auroc_ci_upper,sentence_activation_val_auroc,sentence_activation_val_auroc_ci_lower,sentence_activation_val_auroc_ci_upper,sentence_best_text_test_auroc,sentence_best_text_test_auroc_ci_lower,sentence_best_text_test_auroc_ci_upper,sentence_best_text_model_kind,sentence_activation_minus_text,sentence_activation_minus_null,sentence_best_layer_idx,sentence_best_representation,sentence_possible_overfit,delta_direction_activation_test_auroc,delta_direction_activation_test_auroc_ci_lower,delta_direction_activation_test_auroc_ci_upper,delta_direction_activation_val_auroc,delta_direction_activation_val_auroc_ci_lower,delta_direction_activation_val_auroc_ci_upper,delta_direction_best_text_test_auroc,delta_direction_best_text_test_auroc_ci_lower,delta_direction_best_text_test_auroc_ci_upper,delta_direction_best_text_model_kind,delta_direction_activation_minus_text,delta_direction_best_layer_idx,delta_direction_best_representation,delta_direction_possible_overfit,train_marker_family_count,val_marker_family_count,test_marker_family_count,train_lexical_domain_count,val_lexical_domain_count,test_lexical_domain_count,test_has_heldout_marker_family,test_has_heldout_lexical_domain,test_marker_families_all_heldout_from_train,test_lexical_domains_all_heldout_from_train,test_marker_train_overlap_count,test_lexical_train_overlap_count,val_marker_train_overlap_count,val_lexical_train_overlap_count,split_control_strength,train_marker_families,test_marker_families,train_lexical_domains,test_lexical_domains,sentence_layer_stability_layer_stability_threshold,sentence_layer_stability_best_layer_idx,sentence_layer_stability_best_layer_name,sentence_layer_stability_best_representation,sentence_layer_stability_best_val_auroc,sentence_layer_stability_best_test_auroc,sentence_layer_stability_layers_above_threshold_count,sentence_layer_stability_max_adjacent_layers_above_threshold,sentence_layer_stability_signal_beyond_layer_2,sentence_layer_stability_layers_above_threshold,delta_direction_layer_stability_layer_stability_threshold,delta_direction_layer_stability_best_layer_idx,delta_direction_layer_stability_best_layer_name,delta_direction_layer_stability_best_representation,delta_direction_layer_stability_best_val_auroc,delta_direction_layer_stability_best_test_auroc,delta_direction_layer_stability_layers_above_threshold_count,delta_direction_layer_stability_max_adjacent_layers_above_threshold,delta_direction_layer_stability_signal_beyond_layer_2,delta_direction_layer_stability_layers_above_threshold,level_1_activation_recoverability_pass,level_1_threshold,level_2_text_evidence_category,level_2_text_artifact_status,level_2_activation_beats_text_pass,level_2_text_control_nonblocking,level_2_surface_visible_nonblocking,level_3_directional_consistency_pass,level_3_threshold,level_4_split_generalization_pass,level_4_has_test_marker_or_domain_holdout,level_4_strong_marker_and_domain_holdout,learned_activation_direction_viability_pass,learned_activation_direction_viability_status,early_layer_artifact_risk,null_label_control_pass,possible_overfit_flag,evidence_status,ready_for_learned_activation_direction_viability,mechanistic_claim_allowed,claim_scope,recommended_next_action
11,agreement_indexing_density,0.7536,0.6550545218087235,0.841054638804961,1.0,0.9999999999999999,1.0,0.7365999999999999,0.6271395125713995,0.8305303945249598,word_tfidf,0.017000000000000126,0.14240000000000008,0,final_token,False,0.7316,0.6212970451984058,0.8314977931085643,1.0,0.9999999999999999,1.0,0.8766,0.8046689437399356,0.9357823958910488,char_tfidf,-0.14500000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""adjective_noun_agreement"", ""determiner_noun_gender_agreement"", ""subject_verb_number_agreement""]","[""agreement_shift_without_lexical_change"", ""verb_person_indexing""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,3,layer_3,final_token,1.0,0.8103999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,23,layer_23,final_token,1.0,0.854,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
12,optionality_vs_obligatoriness_of_marking,0.6275999999999999,0.5116633479975639,0.7335170048309179,0.9868000000000001,0.9630603653151345,1.0,0.49939999999999996,0.3865214773183462,0.6162807081601318,char_tfidf,0.12819999999999998,0.18839999999999996,12,mean_pooled,False,0.6644000000000001,0.5506914464845499,0.7701984848484847,1.0,0.9999999999999999,1.0,0.5,0.4109119501893827,0.5935483541877975,word_tfidf,0.1644000000000001,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""aspect_marker_optional"", ""bare_nominal_context"", ""temporal_adverb_optional""]","[""context_only_temporal_inference"", ""marker_absence_with_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,mean_pooled,0.9868000000000001,0.6275999999999999,1,1,True,[19],0.7,1,layer_1,final_token,1.0,0.8116,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,True,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
13,redundancy_cumulative_exponence,0.6208,0.5088965518514144,0.7263432533013205,0.994,0.981665,1.0,0.5396,0.41142007026789634,0.6696185992133901,char_tfidf,0.08120000000000005,0.12920000000000004,23,mean_pooled,False,0.878,0.812490591128061,0.9363893066344575,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,word_tfidf,0.378,3,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""multi_site_agreement"", ""noun_adjective_case_agreement"", ""subject_verb_agreement""]","[""agreement_bundle_shift"", ""redundant_stack_reduction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,23,layer_23,mean_pooled,0.994,0.6208,0,0,False,[],0.7,9,layer_9,final_token,1.0,0.9688,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,True,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
14,definiteness_and_specificity,0.8204,0.7250312416996683,0.8985665790013616,0.8956,0.8231192476990796,0.9535877418008553,0.7892,0.6895907364827202,0.8679649758454105,word_tfidf,0.031200000000000006,0.31800000000000006,13,mean_pooled,False,0.986,0.9599983974358974,1.0,1.0,0.9999999999999999,1.0,0.6386000000000001,0.5235342229228098,0.7449088300092764,char_tfidf,0.34739999999999993,18,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""bare_plural_generic"", ""definite_article"", ""indefinite_article""]","[""specificity_context_marker"", ""unique_reference_description""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,13,layer_13,mean_pooled,0.8956,0.8204,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,19,layer_19,final_token,1.0,0.9904,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
15,number_marking,0.4376,0.3252199473313305,0.5525274172168867,0.6096,0.5042383701188455,0.7266595868732301,0.5392,0.4288529006476505,0.6533859212003792,word_tfidf,-0.10160000000000002,-0.04920000000000002,23,final_token,True,0.4376,0.31992622018699096,0.5545072115384615,0.7864,0.687665596146126,0.8731654801343615,0.5,0.5,0.5,word_tfidf,-0.06240000000000001,19,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""arabic_plural_agreement"", ""arabic_singular_dual"", ""english_singular_plural""]","[""collective_singulative_control"", ""dual_modifier_agreement""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,23,layer_23,final_token,0.6096,0.4376,0,0,False,[],0.7,19,layer_19,final_token,0.7864,0.4376,0,0,False,[],False,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,False,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.
16,gender_noun_class,0.8667999999999999,0.7853733170134639,0.9330431547619048,1.0,0.9999999999999999,1.0,0.9007999999999999,0.8378312858312859,0.9517049743357487,word_tfidf,-0.03400000000000003,0.36639999999999984,0,final_token,False,0.9884000000000001,0.971986546525475,0.9991883116883117,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,word_tfidf,-0.011599999999999944,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""determiner_gender"", ""feminine_agreement"", ""masculine_agreement""]","[""gender_number_interaction"", ""inanimate_gender_agreement""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,1.0,0.8667999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,9,layer_9,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
17,animacy_and_humanness,0.7931999999999999,0.700372938578884,0.8764107142857143,0.7328,0.6285971685568046,0.8222407333065702,0.5434000000000001,0.424320399904302,0.6500727279548183,length_punct,0.2497999999999998,0.23839999999999983,12,final_token,True,0.9248,0.8689703525641027,0.9699583584943638,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,word_tfidf,0.42479999999999996,20,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""animal_patient_lexical_set"", ""human_agent_lexical_set"", ""inanimate_object_lexical_set""]","[""artifact_agent_control"", ""living_nonliving_boundary""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,final_token,0.7328,0.7931999999999999,22,22,True,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,mean_pooled,1.0,0.9948,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
18,person_marking_and_person_hierarchy,0.6776,0.5697832939964199,0.7772291024933349,0.7312000000000001,0.6306132271090255,0.8261611815619967,0.7642,0.6694191113169748,0.8521271850233362,word_tfidf,-0.08660000000000001,0.28279999999999994,9,final_token,True,0.8208,0.7355937802035922,0.8946225229916838,0.8996,0.8259242223459431,0.955040388990108,0.8055999999999999,0.7191988961038961,0.8800138055222089,word_tfidf,0.015200000000000102,11,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_person_pronoun"", ""singular_person_marking"", ""spanish_verb_person_indexing""]","[""addressee_reference_shift"", ""pronounless_verb_indexing""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,9,layer_9,final_token,0.7312000000000001,0.6776,1,1,True,[7],0.7,11,layer_11,mean_pooled,0.8996,0.8208,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
19,inclusive_exclusive_distinction,0.7435999999999998,0.6427864225690275,0.8369909920489935,0.8776,0.8039722601364914,0.9358771436896437,0.6312,0.5102565582764936,0.7388443587662338,char_tfidf,0.11239999999999983,0.23599999999999988,11,mean_pooled,False,0.9096000000000001,0.8554977560179519,0.9579798828622358,0.9908,0.9759278199560032,0.9987981129951982,0.5,0.3919567827130852,0.6070833873028334,word_tfidf,0.4096000000000001,9,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""exclusive_lexical_phrase"", ""inclusive_lexical_phrase"", ""zanmen_women_contrast""]","[""explicit_addressee_exclusion"", ""group_membership_contextual_we""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,11,layer_11,mean_pooled,0.8776,0.7435999999999998,16,9,True,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23]",0.7,9,layer_9,mean_pooled,0.9908,0.9096000000000001,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
20,pronoun_richness_and_reduction,0.922,0.864176353663446,0.9704239425238694,0.992,0.9775629767161782,1.0,0.8316000000000001,0.7272165347130614,0.9171818727490996,char_tfidf,0.09039999999999992,0.4076000000000001,12,mean_pooled,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.5,0.4092683661180249,0.589778286372002,word_tfidf,0.5,1,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_overt_pronoun"", ""japanese_zero_subject"", ""repeated_pronoun_reduction""]","[""cross_sentence_pronoun_omission"", ""zero_object_reference""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,mean_pooled,0.992,0.922,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,1,layer_1,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
21,possession_and_alienability,0.7276,0.6136044491354213,0.8213165951839604,0.8356,0.7518507402961185,0.9095638255302121,0.8464,0.7696922405325767,0.9156275279040925,word_tfidf,-0.11880000000000002,0.12719999999999998,15,mean_pooled,True,0.8735999999999999,0.8020740896572827,0.93678488373278,0.9604,0.9217068866751474,0.9883914262820512,0.5,0.5,0.5,word_tfidf,0.37359999999999993,5,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""body_part_possession"", ""kinship_possession"", ""ownership_possession""]","[""associated_relation_low_control"", ""legal_ownership_relation""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,mean_pooled,0.8356,0.7276,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,5,layer_5,final_token,0.9604,0.8735999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
22,tense_prominence,0.6624000000000001,0.555598888888889,0.7644045833333333,0.7076,0.608963641658992,0.7999396135265701,0.6684,0.5459719910240719,0.7681401315912185,char_tfidf,-0.005999999999999894,0.19960000000000006,5,final_token,True,0.9252,0.8669812683900799,0.9727650792854277,0.8248,0.7419381435006436,0.8958908279220779,0.7458,0.650036945729717,0.8283166119341103,char_tfidf,0.1794,1,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_morphological_tense"", ""explicit_time_anchor"", ""mandarin_temporal_adverb""]","[""discourse_time_inference"", ""unmarked_event_time_reference""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,5,layer_5,final_token,0.7076,0.6624000000000001,13,6,True,"[0, 1, 2, 7, 11, 13, 14, 15, 16, 17, 18, 22, 23]",0.7,1,layer_1,final_token,0.8248,0.9252,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
23,aspect_and_event_structure,0.4696,0.3537169512708833,0.5837742803945251,0.7084,0.5998256951381953,0.8124025032938075,0.33920000000000006,0.23199355365157082,0.4520920719809566,char_tfidf,0.13039999999999996,0.0031999999999999806,14,mean_pooled,True,0.38359999999999994,0.2708870869033048,0.4894133895982636,0.9616,0.9259681637077908,0.9868036026111792,0.5,0.5,0.5,word_tfidf,-0.11640000000000006,18,final_token,False,3,2,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_progressive"", ""russian_imperfective"", ""russian_perfective""]","[""completive_ongoing_contrast"", ""punctual_event_structure""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,14,layer_14,mean_pooled,0.7084,0.4696,0,0,False,[],0.7,18,layer_18,final_token,0.9616,0.38359999999999994,0,0,False,[],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
24,modality_and_mood,0.6376000000000001,0.5342161516217226,0.7450040463907521,0.7656000000000001,0.6729768719081837,0.8575058713925385,0.535,0.4325162677499634,0.6448759134615384,length_punct,0.10260000000000002,0.15360000000000007,21,final_token,True,0.7444,0.6456161616161618,0.838568132717396,0.9683999999999999,0.9350541015364348,0.9919484702093397,0.5,0.3943140645586298,0.610394048016447,word_tfidf,0.24439999999999995,21,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""imperative_mood"", ""modal_auxiliary"", ""modal_periphrastic""]","[""impersonal_modality"", ""nominalized_modality""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,21,layer_21,final_token,0.7656000000000001,0.6376000000000001,2,1,True,"[12, 17]",0.7,21,layer_21,final_token,0.9683999999999999,0.7444,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,True,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
25,epistemic_modality,0.7236,0.6198381076568559,0.8177138042717086,0.8031999999999999,0.703509963768116,0.8914308698815736,0.6599999999999999,0.5453614912280701,0.7694345738408271,length_punct,0.0636000000000001,0.2368,10,mean_pooled,True,0.7515999999999999,0.6478563043574919,0.852171717171717,1.0,0.9999999999999999,1.0,0.6472,0.5367964663461537,0.754042371392542,word_tfidf,0.10439999999999994,0,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""certainty_adverb"", ""possibility_adverb"", ""probability_adverb""]","[""evidential_like_apparent_marker"", ""low_confidence_periphrasis""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,10,layer_10,mean_pooled,0.8031999999999999,0.7236,22,16,True,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,mean_pooled,1.0,0.7515999999999999,21,16,True,"[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
26,evidentiality,0.48279999999999995,0.3673504433497537,0.6046418567426971,0.772,0.6678403493058667,0.8686007402838996,0.10560000000000001,0.050470802545156006,0.17350228345648602,char_tfidf,0.3771999999999999,-0.07160000000000005,6,final_token,True,0.7020000000000001,0.5957534271284273,0.7965029761904762,0.8855999999999999,0.81596976328458,0.9382185704602142,0.4866,0.37286476408745317,0.5985681249999999,char_tfidf,0.2154000000000001,6,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_reported_source_phrase"", ""turkish_direct_past"", ""turkish_reported_evidential""]","[""hearsay_source_construction"", ""inference_source_construction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,final_token,0.772,0.48279999999999995,0,0,False,[],0.7,6,layer_6,final_token,0.8855999999999999,0.7020000000000001,1,1,True,[6],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
27,mirativity_stance_and_affect_marking,0.8324000000000001,0.7510866376755994,0.9045417465987196,1.0,0.9999999999999999,1.0,0.8518,0.7790580232558139,0.9186711052955665,length_punct,-0.019399999999999862,0.20120000000000016,0,final_token,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9528,0.901354376978064,0.9903935185185185,char_tfidf,0.04720000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""sentence_final_affect"", ""surprise_adverbial"", ""unexpectedness_marker""]","[""mirative_reaction_construction"", ""speaker_attitude_particle""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,16,layer_16,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
28,negation_and_polarity_structure,0.8272,0.7448822373755843,0.9016209501576571,0.7568,0.6570215586234494,0.8498838401579016,0.8560000000000001,0.772909655448718,0.9202022463768116,word_tfidf,-0.028800000000000048,0.14639999999999997,4,mean_pooled,True,0.9604,0.9224136363636363,0.9867623444399839,0.7867999999999999,0.6980103773584907,0.8686322331661607,0.5,0.5,0.5,length_punct,0.46040000000000003,2,mean_pooled,True,3,1,3,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""denial_phrase"", ""never_negation"", ""simple_not_negation""]","[""failed_to_negative_predicate"", ""neither_nor_construction"", ""without_negative_construction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,4,layer_4,mean_pooled,0.7568,0.8272,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,2,layer_2,mean_pooled,0.7867999999999999,0.9604,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
