variable_id,variable,pooling,rank,feature_id,train_effect,val_effect,test_effect,val_same_direction,test_same_direction,p_unadjusted,p_maxT,train_fwer_significant,holdout_direction_survival,full_survival,target_train_abs_effect,max_other_variable_abs_effect,mean_other_variable_abs_effect,target_rank_among_40_variables,specificity_ratio_vs_max_other,specificity_margin,specificity_z_vs_other_variables,target_share_of_feature_abs_effect,trainval_candidate,test_descriptive_same_direction
1,Subject expression / pro-drop,mean,17,10770,0.8413940072059631,0.959989070892334,0.9700425267219543,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8413940072059631,0.9524720311164856,0.468294838634439,6,0.883379227650058,-0.11107802391052246,1.3709817952905117,0.04404076064722598,True,True
1,Subject expression / pro-drop,mean,18,13390,0.8413236141204834,0.9599956274032593,0.968451201915741,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8413236141204834,0.9377783536911011,0.4651097977199616,5,0.8971454830547418,-0.09645473957061768,1.4289590817633446,0.044325435462975106,True,True
1,Subject expression / pro-drop,mean,19,10331,0.840677797794342,0.9643188714981079,0.9684593081474304,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.840677797794342,0.9587530493736267,0.4704294641239521,5,0.8768449793652018,-0.11807525157928467,1.3620236147871125,0.04381399351960184,True,True
1,Subject expression / pro-drop,mean,20,15975,0.8405076861381531,0.9559950232505798,0.964759886264801,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8405076861381531,0.9547159075737,0.45764175907541543,6,0.8803746533083397,-0.11420822143554688,1.4031041655291414,0.04497450592662675,True,True
1,Subject expression / pro-drop,mean,21,665,0.8404029011726379,0.9604671597480774,0.9696344137191772,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8404029011726379,0.9508439898490906,0.47510292266423887,6,0.8838494118325543,-0.11044108867645264,1.3541926155830233,0.04338813636770231,True,True
1,Subject expression / pro-drop,mean,22,14906,0.8402252197265625,0.9583491086959839,0.9690950512886047,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8402252197265625,0.9502279162406921,0.4749318782526713,6,0.8842354611624923,-0.11000269651412964,1.3318748633627902,0.04339430592381359,True,True
1,Subject expression / pro-drop,mean,23,15859,0.8396674394607544,0.9609121084213257,0.9683441519737244,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8396674394607544,0.9473171234130859,0.46299442178450334,5,0.8863636249237417,-0.10764968395233154,1.3844208636657371,0.04443519520283205,True,True
1,Subject expression / pro-drop,mean,24,11147,0.8393648862838745,0.9606167078018188,0.9674946069717407,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8393648862838745,0.9470385313034058,0.46447246497831285,6,0.8863048952492563,-0.10767364501953125,1.3744461132158452,0.04428480220019195,True,True
1,Subject expression / pro-drop,mean,25,5688,0.8393221497535706,0.9651979804039001,0.9710953235626221,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8393221497535706,0.9438181519508362,0.45708993999048686,5,0.8892837545227581,-0.10449600219726562,1.3841167247803474,0.044965702480137114,True,True
1,Subject expression / pro-drop,final,1,4441,-0.7896255254745483,-0.9286953210830688,-0.9507593512535095,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7896255254745483,0.8246793150901794,0.3497103766227762,3,0.9574940355915221,-0.035053789615631104,1.9521732899167215,0.05472743649305618,True,True
1,Subject expression / pro-drop,final,2,9465,-0.7878605127334595,-0.9180216789245605,-0.9635710716247559,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7878605127334595,0.887403666973114,0.42580851114904267,4,0.8878265236617842,-0.09954315423965454,1.4102004983794973,0.045293936831039196,True,True
1,Subject expression / pro-drop,final,3,15059,0.7875486016273499,0.8772242069244385,0.9057405591011047,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7875486016273499,0.8713855743408203,0.3774076375561074,3,0.9037888907251066,-0.08383697271347046,1.6316684605726586,0.050788464226032184,True,True
1,Subject expression / pro-drop,final,4,8182,-0.7674951553344727,-0.97221440076828,-0.9669405221939087,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7674951553344727,0.8864492177963257,0.4025171842569342,4,0.8658083733690153,-0.11895406246185303,1.4879434711142077,0.04661185196123499,True,True
1,Subject expression / pro-drop,final,5,10074,-0.7498114109039307,-0.8153024911880493,-0.67576003074646,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7498114109039307,0.7858825325965881,0.313289721054622,3,0.9541011280992886,-0.03607112169265747,1.924840225430563,0.05781963448350672,True,True
1,Subject expression / pro-drop,final,6,2734,0.7421136498451233,0.8408308029174805,0.8731831312179565,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7421136498451233,0.834618091583252,0.3707149329666908,4,0.8891655444915533,-0.09250444173812866,1.5582982221163901,0.04882327917123451,True,True
1,Subject expression / pro-drop,final,7,7918,-0.7169811725616455,-0.7597454786300659,-0.8122774362564087,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7169811725616455,0.8988211750984192,0.3433775125214687,4,0.7976905667394156,-0.18184000253677368,1.6295402159922963,0.05081835754616629,True,True
1,Subject expression / pro-drop,final,8,164,-0.6865192651748657,-0.745912492275238,-0.8906696438789368,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6865192651748657,0.9021463394165039,0.41688565585093623,9,0.7609843715808869,-0.21562707424163818,1.141650098691001,0.04051441963150255,True,True
1,Subject expression / pro-drop,final,9,4549,0.6860515475273132,0.19998955726623535,0.7562991976737976,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6860515475273132,0.8782880902290344,0.3474143672464356,6,0.7811235916319997,-0.1922365427017212,1.4035252335518038,0.04819398220313583,True,True
1,Subject expression / pro-drop,final,10,14168,-0.6794955730438232,-0.21360094845294952,-0.751140832901001,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6794955730438232,0.8737818002700806,0.34384500022189546,5,0.7776490341568059,-0.19428622722625732,1.3741928880057241,0.04822725833798592,True,True
1,Subject expression / pro-drop,final,11,3288,-0.6767577528953552,-0.8207153081893921,-0.9537580609321594,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6767577528953552,0.8191356062889099,0.345082150067752,5,0.82618524661796,-0.1423778533935547,1.4633888260877252,0.04787828731209432,True,True
1,Subject expression / pro-drop,final,12,13191,-0.6482129096984863,0.515220046043396,0.27879729866981506,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6482129096984863,0.6982070207595825,0.30247931459393257,2,0.9283964360502887,-0.04999411106109619,2.0377844437263204,0.05208660478288703,False,False
1,Subject expression / pro-drop,final,13,8003,-0.636698842048645,-0.9036629796028137,-0.8662654161453247,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.636698842048645,0.8795605897903442,0.3402492019037406,6,0.7238828676946647,-0.24286174774169922,1.2223891873606938,0.04578453308666312,True,True
1,Subject expression / pro-drop,final,14,3044,-0.6181179285049438,0.6370571255683899,0.4831850528717041,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6181179285049438,0.7265186905860901,0.25208646116348415,3,0.8507942555563185,-0.10840076208114624,2.0488192433653802,0.05915292838206891,False,False
1,Subject expression / pro-drop,final,15,7700,0.6144094467163086,-0.5854982137680054,-0.3054310083389282,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6144094467163086,0.8583455681800842,0.15982643393680263,3,0.7158066278818406,-0.24393612146377563,2.2165034648947834,0.0897257176918204,False,False
1,Subject expression / pro-drop,final,16,14004,-0.5987372994422913,-0.396252304315567,-0.840548038482666,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.5987372994422913,0.8895617127418518,0.3926944456134851,14,0.6730699971301969,-0.29082441329956055,0.7528863664301655,0.0376237304380437,True,True
1,Subject expression / pro-drop,final,17,10152,-0.589383602142334,-0.6657127737998962,-0.7171773910522461,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.589383602142334,0.6982105374336243,0.22164492060143787,5,0.8441344988987137,-0.10882693529129028,1.9398005992229095,0.06383076144397594,True,True
1,Subject expression / pro-drop,final,18,11776,-0.5845789909362793,-0.9035031199455261,-0.9457787275314331,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.5845789909362793,0.8965377807617188,0.40183804867168266,11,0.6520405536502966,-0.31195878982543945,0.6952506821590555,0.03596023236847988,True,True
1,Subject expression / pro-drop,final,19,5159,-0.5806612372398376,-0.8565335273742676,-0.9373817443847656,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.5806612372398376,0.8962443470954895,0.3403075633522792,8,0.6478827332318691,-0.31558310985565186,0.9653138644322536,0.041916960077692085,True,True
1,Subject expression / pro-drop,final,20,14795,-0.5795155763626099,-0.8603818416595459,-0.9220954775810242,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.5795155763626099,0.8592251539230347,0.35760036564300746,10,0.6744630015970414,-0.2797095775604248,0.848112103039587,0.039895248213909926,True,True
1,Subject expression / pro-drop,final,21,15659,0.5756201148033142,-0.8057172298431396,-0.73876953125,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.5756201148033142,0.8661643862724304,0.3824014921839803,10,0.6645622054267505,-0.2905442714691162,0.8763286418272508,0.03716248770819017,False,False
1,Subject expression / pro-drop,final,22,1546,0.5607208609580994,0.8803110718727112,0.8139954805374146,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.5607208609580994,0.7679563164710999,0.3144020312585128,8,0.7301468181611092,-0.2072354555130005,1.1687716177352006,0.0437297898566542,True,True
1,Subject expression / pro-drop,final,23,12897,0.560364305973053,0.7222640514373779,0.8860874176025391,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.560364305973053,0.8939337730407715,0.41305720864627987,11,0.626852148193192,-0.3335694670677185,0.6044342667318172,0.03361595114189661,True,True
1,Subject expression / pro-drop,final,24,7247,-0.5535666942596436,0.7669376730918884,0.8762690424919128,False,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.5535666942596436,0.736851692199707,0.26838068722580105,7,0.7512593105501233,-0.18328499794006348,1.3109832851807648,0.0502310275796147,False,False
1,Subject expression / pro-drop,final,25,2993,0.541416347026825,0.9369096159934998,0.8789147734642029,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.541416347026825,0.8524878621101379,0.335060040681408,10,0.6351015317528077,-0.311071515083313,0.8676705623284371,0.039784405723758215,True,True
2,basic_constituent_order,mean,1,13034,0.8540453910827637,0.8213565349578857,0.0812341496348381,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8540453910827637,0.8271039724349976,0.27537932711987734,1,1.0325731945990424,0.026941418647766113,2.401262874452829,0.07366372606387726,True,True
2,basic_constituent_order,mean,2,9791,0.8227548599243164,0.8065271973609924,0.03335511311888695,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.8227548599243164,0.46920856833457947,0.1926103119427959,1,1.7534949603427383,0.35354629158973694,4.426149249244496,0.09871608741628005,True,True
2,basic_constituent_order,mean,3,7918,-0.800753653049469,-0.5989508032798767,0.2237914651632309,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.800753653049469,0.9098673462867737,0.375853926086655,3,0.8800773610762002,-0.10911369323730469,1.6998041861160298,0.05179835127982693,True,False
2,basic_constituent_order,mean,4,5288,0.7733572721481323,0.6248522400856018,0.03179465979337692,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7733572721481323,0.6932520866394043,0.1346603714598295,1,1.1155498657018754,0.08010518550872803,4.459509387739089,0.12835567257030087,True,True
2,basic_constituent_order,mean,5,9064,0.7684685587882996,0.7739357352256775,0.24435016512870789,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7684685587882996,0.5630450248718262,0.17391079677364382,1,1.3648438843114488,0.2054235339164734,4.1699604039783065,0.10177057526789599,True,True
2,basic_constituent_order,mean,6,9390,-0.7567499279975891,-0.6683629751205444,0.120880126953125,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.7567499279975891,0.8433318138122559,0.29509178027570343,2,0.8973335472507838,-0.08658188581466675,2.296693771457347,0.061698296544945824,True,False
2,basic_constituent_order,mean,7,8431,-0.7564257383346558,-0.2863917052745819,0.23177693784236908,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.7564257383346558,0.8691208362579346,0.22484016155776304,2,0.8703343732863476,-0.11269509792327881,2.7058825608555424,0.07941317458279057,True,False
2,basic_constituent_order,mean,8,6235,-0.7384347319602966,-0.4822647273540497,0.356295108795166,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.7384347319602966,0.7794938683509827,0.3039219633508951,2,0.9473259020272391,-0.041059136390686035,2.3605344659996836,0.05864599981140812,True,False
2,basic_constituent_order,mean,9,2993,0.7153146862983704,0.782579243183136,0.22263266146183014,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7153146862983704,0.8404539823532104,0.3189440435037399,4,0.8511051185640657,-0.1251392960548401,1.6181560848948227,0.05437946536298009,True,True
2,basic_constituent_order,mean,10,1546,0.7109225988388062,0.6510859131813049,0.03239094093441963,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7109225988388062,0.8725707530975342,0.42400681141477364,6,0.8147449319325749,-0.16164815425872803,1.1975266101882795,0.04121962309337619,True,True
2,basic_constituent_order,mean,11,4048,0.7033182382583618,0.7352892160415649,0.2342374473810196,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7033182382583618,0.7600350975990295,0.2816451320376916,2,0.9253759997139109,-0.056716859340667725,2.0895816809702725,0.0601770728403515,True,True
2,basic_constituent_order,mean,12,932,0.6950408816337585,0.7502098083496094,0.4259891211986542,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6950408816337585,0.3969198167324066,0.1432721452572598,1,1.7510863714379312,0.29812106490135193,5.2158114249798935,0.11062853710498782,True,True
2,basic_constituent_order,mean,13,6803,0.6877726316452026,0.538555920124054,-0.0523369126021862,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6877726316452026,0.6460458040237427,0.10757173607364678,1,1.064588032863265,0.04172682762145996,4.165350839937354,0.14084839741506172,True,False
2,basic_constituent_order,mean,14,7834,0.6794646978378296,0.6657874584197998,-0.15548230707645416,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6794646978378296,0.4504009485244751,0.16941266989287657,1,1.5085774132220928,0.2290637493133545,4.51502668661551,0.09324905133978409,True,False
2,basic_constituent_order,mean,15,13096,0.6769956946372986,0.6330192685127258,-0.018958119675517082,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6769956946372986,0.4514865577220917,0.14563659170212653,1,1.4994813977474317,0.2255091369152069,4.518689746466681,0.10649906706910513,True,False
2,basic_constituent_order,mean,16,14048,0.6694992184638977,0.7299730777740479,0.055481668561697006,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6694992184638977,0.7650949358940125,0.29051476105665547,5,0.8750537835956118,-0.09559571743011475,1.730683268868565,0.055793578027678,True,True
2,basic_constituent_order,mean,17,2573,-0.6686751246452332,-0.6665934920310974,0.3664785623550415,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6686751246452332,0.6010328531265259,0.168057305963698,1,1.1125433845535022,0.06764227151870728,3.019716450030749,0.09257696957972668,True,False
2,basic_constituent_order,mean,18,15120,-0.6686102151870728,-0.5498610138893127,-0.2970931828022003,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6686102151870728,0.7706523537635803,0.21944672328969225,5,0.8675899216058037,-0.10204213857650757,2.013227274197303,0.07246210747946383,True,True
2,basic_constituent_order,mean,19,164,-0.6646817922592163,-0.585978627204895,0.44499775767326355,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6646817922592163,0.9246817231178284,0.3897609170018815,8,0.7188222451483651,-0.25999993085861206,1.0075384777745697,0.041895166241356245,True,False
2,basic_constituent_order,mean,20,11483,-0.6581101417541504,-0.5635060667991638,-0.2377866953611374,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6581101417541504,0.6900145411491394,0.25727267677967364,3,0.9537627144177919,-0.031904399394989014,2.0539761597764197,0.06155311133073768,True,True
2,basic_constituent_order,mean,21,4425,-0.6464254856109619,-0.645958662033081,-0.31588849425315857,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6464254856109619,0.8685261607170105,0.10128571792768362,2,0.7442786583161828,-0.22210067510604858,2.850705567270791,0.14063218850102852,True,True
2,basic_constituent_order,mean,22,8214,-0.6461657285690308,-0.5898423790931702,-0.45406296849250793,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6461657285690308,0.6994349360466003,0.13547962758308038,2,0.9238396529366093,-0.05326920747756958,3.1461327002906443,0.10896791958979986,True,True
2,basic_constituent_order,mean,23,13203,0.6354380249977112,0.6943724751472473,-0.08500585705041885,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6354380249977112,0.49969422817230225,0.11344228723110297,1,1.2716537217608253,0.13574379682540894,4.340825530425032,0.12558840032749005,True,False
2,basic_constituent_order,mean,24,7948,0.6275941133499146,0.6807500123977661,0.2468581199645996,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6275941133499146,0.8383492827415466,0.30061062053442955,4,0.7486069664156849,-0.21075516939163208,1.5522946361861116,0.050811542893352754,True,True
2,basic_constituent_order,mean,25,6858,0.6253794431686401,0.5155600309371948,0.18301691114902496,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6253794431686401,0.8042095899581909,0.20753901289441648,3,0.777632411970059,-0.17883014678955078,1.9596178083136688,0.0717227533219334,True,True
2,basic_constituent_order,final,1,12178,0.7508994340896606,0.7663952112197876,0.3681265711784363,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7508994340896606,0.6493474841117859,0.2578491968795275,1,1.1563907652876846,0.10155194997787476,2.7587497981841698,0.0694825738497362,True,True
2,basic_constituent_order,final,2,8686,-0.7252227067947388,-0.7304650545120239,-0.1604074388742447,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.7252227067947388,0.6909562349319458,0.33432210179475635,1,1.0495928253200697,0.03426647186279297,1.8926732454230288,0.05269064605592647,True,True
2,basic_constituent_order,final,3,15059,0.697820782661438,0.6474506258964539,0.24302434921264648,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.697820782661438,0.8713855743408203,0.37970835086292565,7,0.8008174603869482,-0.17356479167938232,1.2486724633687964,0.04500197928502223,True,True
2,basic_constituent_order,final,4,7247,-0.6909978985786438,-0.7705820202827454,-0.29503291845321655,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6909978985786438,0.736851692199707,0.26485681019198054,2,0.9377706611703952,-0.04585379362106323,2.0144675907897795,0.0627016308258596,True,True
2,basic_constituent_order,final,5,2734,0.6844773888587952,0.7320566177368164,0.10998521745204926,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6844773888587952,0.834618091583252,0.3721927858124941,8,0.8201084972413631,-0.1501407027244568,1.2984714994886384,0.0450314189068277,True,True
2,basic_constituent_order,final,6,4549,0.6708351969718933,0.7338756918907166,-0.09099817276000977,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6708351969718933,0.8782880902290344,0.34780453008118994,7,0.7637985809382399,-0.2074528932571411,1.3358056431612395,0.04712505883942111,True,False
2,basic_constituent_order,final,7,6051,0.6640949249267578,0.6831836700439453,0.2939285933971405,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6640949249267578,0.7173817753791809,0.2611183911227645,2,0.9257203733336302,-0.053286850452423096,2.1713606258662352,0.06121981427842893,True,True
2,basic_constituent_order,final,8,13304,0.6494826078414917,0.5108440518379211,0.25432202219963074,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6494826078414917,0.7635689973831177,0.34632393144644225,3,0.8505879757656222,-0.11408638954162598,1.5499056349101845,0.04588000062008365,True,True
2,basic_constituent_order,final,9,5159,0.644130527973175,0.7037869095802307,0.5089036822319031,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.644130527973175,0.8962443470954895,0.33868014564116794,7,0.7186996828048576,-0.25211381912231445,1.2358769093056066,0.0464987016426622,True,True
2,basic_constituent_order,final,10,6858,0.6357273459434509,0.5304687023162842,0.14409875869750977,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6357273459434509,0.6242122054100037,0.17864582519261882,1,1.0184474773701095,0.011515140533447266,2.626749512133038,0.08361626894056234,True,True
2,basic_constituent_order,final,11,9390,0.6246321797370911,0.3547271490097046,-0.12648385763168335,True,False,0.0004997501249375312,0.0004997501249375312,True,False,False,0.6246321797370911,0.7182981371879578,0.22557431640915382,3,0.8696001665581975,-0.0936659574508667,2.168538068769275,0.06629485846298992,True,False
2,basic_constituent_order,final,12,2375,-0.6157814860343933,-0.6905884146690369,-0.39218974113464355,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6157814860343933,0.7361955046653748,0.25482752016530585,4,0.8364374437660909,-0.12041401863098145,1.743426188490338,0.05834548894326226,True,True
2,basic_constituent_order,final,13,14465,-0.6124786138534546,-0.6100707650184631,-0.12296303361654282,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6124786138534546,0.791212797164917,0.26925321742414665,5,0.7741009953935214,-0.1787341833114624,1.6912079721249293,0.055111949885359945,True,True
2,basic_constituent_order,final,14,14004,0.6122668981552124,0.5729315876960754,0.48278674483299255,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6122668981552124,0.8895617127418518,0.39234753282597434,11,0.6882792833653469,-0.2772948145866394,0.8044063861686962,0.03847390959906139,True,True
2,basic_constituent_order,final,15,661,0.6080579161643982,0.646335244178772,0.15257002413272858,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6080579161643982,0.6956459879875183,0.32833608749728554,6,0.8740910271379417,-0.08758807182312012,1.3518391770098042,0.045332917418810646,True,True
2,basic_constituent_order,final,16,5697,0.6077806353569031,0.7045000195503235,0.4231172204017639,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.6077806353569031,0.792143702507019,0.3259473811261929,8,0.7672605783942562,-0.18436306715011597,1.1953201656665635,0.045630106904193175,True,True
2,basic_constituent_order,final,17,8793,0.5992420315742493,0.49921584129333496,0.08497154712677002,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True,0.5992420315742493,0.7092878222465515,0.2577322391458811,3,0.8448503030494018,-0.11004579067230225,1.9278202654024867,0.05626263451384207,True,True
