variable_id,variable,pooling,rank,feature_id,train_effect,val_effect,test_effect,train_cohen_dz,val_cohen_dz,test_cohen_dz,train_nonzero_fraction,val_nonzero_fraction,test_nonzero_fraction,train_direction_fraction,val_direction_fraction,test_direction_fraction,val_same_direction,test_same_direction
7,voice_and_agent_prominence,mean,1,13189,0.9563233852386475,0.9921397566795349,0.7009090185165405,3.2675118446350098,7.848824501037598,0.9728196263313293,0.955,1.0,0.52,0.95,1.0,0.5,True,True
7,voice_and_agent_prominence,final,1,15282,-0.7936728000640869,-0.8576043844223022,-0.8378788232803345,-1.303011178970337,-1.650726318359375,-1.5195528268814087,1.0,1.0,1.0,0.93,0.98,0.94,True,True
8,causativity_and_valency_change,mean,1,164,0.9175019264221191,0.9380320906639099,0.8658102750778198,2.3039560317993164,2.679579257965088,1.7129400968551636,1.0,1.0,1.0,0.9975,1.0,0.92,True,True
8,causativity_and_valency_change,final,1,9465,0.887403666973114,0.937300980091095,0.8022347688674927,1.9225753545761108,2.6623361110687256,1.330251693725586,1.0,1.0,1.0,0.965,1.0,0.82,True,True
9,analytic_vs_synthetic_encoding,mean,1,4222,-0.6539031863212585,-0.027936961501836777,-0.6511951684951782,-0.8632099032402039,-0.027666982263326645,-0.8494418263435364,0.5375,0.12,0.52,0.5,0.08,0.5,True,True
9,analytic_vs_synthetic_encoding,final,1,8182,-0.6535886526107788,-0.9328746795654297,-0.7918843030929565,-0.8624844551086426,-2.5638389587402344,-1.283711314201355,1.0,1.0,1.0,0.85,1.0,0.88,True,True
10,morphological_segmentation_type,mean,1,8511,0.8612515330314636,0.00969118531793356,0.593647301197052,1.6926612854003906,0.009594235569238663,0.7302873134613037,1.0,1.0,1.0,0.9525,0.8,0.76,True,True
10,morphological_segmentation_type,final,1,14795,0.8072977662086487,0.6297861933708191,0.6836231350898743,1.366257667541504,0.8026282787322998,0.9272674918174744,1.0,1.0,1.0,0.885,0.8,0.8,True,True
11,agreement_indexing_density,mean,1,13837,0.9742085933685303,0.9890480041503906,0.7049903869628906,4.311956405639648,6.633725643157959,0.9840497970581055,1.0,1.0,0.84,1.0,1.0,0.74,True,True
11,agreement_indexing_density,final,1,8003,0.8795605897903442,0.8985247015953064,0.3101375102996826,1.8463324308395386,2.0265371799468994,0.3229442238807678,1.0,1.0,1.0,0.9825,0.98,0.62,True,True
12,optionality_vs_obligatoriness_of_marking,mean,1,13154,-0.5067944526672363,-0.9049288034439087,-0.24896688759326935,-0.5871472358703613,-2.1050548553466797,-0.25447767972946167,0.515,0.98,0.54,0.46,0.92,0.34,True,True
12,optionality_vs_obligatoriness_of_marking,final,1,1838,0.4003828167915344,0.3713047206401825,-0.09483137726783752,0.43638670444488525,0.3958735167980194,-0.09430327266454697,1.0,1.0,1.0,0.67,0.6,0.52,True,False
13,redundancy_cumulative_exponence,mean,1,14465,0.8983970880508423,0.7192783355712891,0.5336946845054626,2.043045997619629,1.024941325187683,0.6247428059577942,1.0,1.0,1.0,0.9875,0.78,0.76,True,True
13,redundancy_cumulative_exponence,final,1,16084,0.6644747853279114,0.6714550256729126,0.6889638304710388,0.8880430459976196,0.8969849944114685,0.9410091638565063,1.0,1.0,1.0,0.8075,0.82,0.8,True,True
14,definiteness_and_specificity,mean,1,14043,0.6710959076881409,0.5501485466957092,0.39015406370162964,0.9040777683258057,0.6521865129470825,0.4194765090942383,1.0,1.0,1.0,0.9175,0.78,0.58,True,True
14,definiteness_and_specificity,final,1,7918,0.6377742290496826,0.5444838404655457,0.7903770804405212,0.8270027041435242,0.6426203846931458,1.2771904468536377,1.0,1.0,1.0,0.7825,0.72,0.9,True,True
15,number_marking,mean,1,661,0.8499434590339661,-0.18010152876377106,-0.6363391876220703,1.6111646890640259,-0.1812552958726883,-0.816614031791687,1.0,1.0,1.0,0.9625,0.52,0.74,False,False
15,number_marking,final,1,15659,0.6625156998634338,0.5242376923561096,-0.3725317418575287,0.8833710551261902,0.6094245314598083,-0.3973921537399292,1.0,1.0,1.0,0.8225,0.76,0.64,True,False
16,gender_noun_class,mean,1,1671,-0.9497388005256653,-0.9565516114234924,-0.924990177154541,-3.0300827026367188,-3.2477974891662598,-2.409775495529175,1.0,1.0,1.0,1.0,1.0,1.0,True,True
16,gender_noun_class,final,1,2993,-0.649357795715332,-0.7424691319465637,-0.10198726505041122,-0.852807343006134,-1.0972212553024292,-0.10149144381284714,1.0,1.0,1.0,0.8375,0.9,0.6,True,True
17,animacy_and_humanness,mean,1,14004,-0.618086576461792,-0.5310755968093872,-0.6968330144882202,-0.7852767109870911,-0.6204684376716614,-0.9617921710014343,1.0,1.0,1.0,0.8075,0.8,0.86,True,True
17,animacy_and_humanness,final,1,8182,0.6224128603935242,0.2900159955024719,0.709356427192688,0.7942290306091309,0.2999943792819977,0.9962785243988037,1.0,1.0,1.0,0.8125,0.62,0.8,True,True
18,person_marking_and_person_hierarchy,mean,1,2993,-0.5128213167190552,-0.4450680911540985,-0.36842820048332214,-0.5966019630432129,-0.492011696100235,-0.39232274889945984,1.0,1.0,1.0,0.76,0.7,0.58,True,True
18,person_marking_and_person_hierarchy,final,1,14465,-0.5475411415100098,-0.5141435861587524,-0.16007570922374725,-0.6535258293151855,-0.5934168696403503,-0.1605370193719864,1.0,1.0,1.0,0.7675,0.78,0.54,True,True
19,inclusive_exclusive_distinction,mean,1,6062,-0.8535889983177185,-0.4935387074947357,-0.023348644375801086,-1.6364827156066895,-0.5617626905441284,-0.023120282217860222,0.995,1.0,0.98,0.8925,0.72,0.5,True,True
19,inclusive_exclusive_distinction,final,1,8182,-0.7900815606117249,-0.2269776463508606,0.6592288017272949,-1.2872611284255981,-0.23071818053722382,0.8678900003433228,1.0,1.0,1.0,0.905,0.56,0.8,True,False
20,pronoun_richness_and_reduction,mean,1,14004,-0.9611682295799255,-0.9492269158363342,-0.8919729590415955,-3.4786083698272705,-2.986994743347168,-1.9531748294830322,1.0,1.0,1.0,1.0,1.0,1.0,True,True
20,pronoun_richness_and_reduction,final,1,14795,-0.8592251539230347,-0.8670993447303772,-0.7250207662582397,-1.677392840385437,-1.7231950759887695,-1.042116641998291,1.0,1.0,1.0,0.95,0.98,0.82,True,True
21,possession_and_alienability,mean,1,8666,-0.6268336772918701,-0.5676026344299316,-0.591072678565979,-0.803500771522522,-0.6824924945831299,-0.7254137992858887,0.9625,1.0,1.0,0.76,0.74,0.72,True,True
21,possession_and_alienability,final,1,6119,-0.4949685335159302,-0.5110031366348267,-0.36095982789993286,-0.56892991065979,-0.5885058045387268,-0.3831644356250763,0.7625,0.88,0.78,0.57,0.64,0.52,True,True
22,tense_prominence,mean,1,13627,-0.49976080656051636,-0.18829482793807983,-0.11131473630666733,-0.5762601494789124,-0.1897973269224167,-0.11088506877422333,0.6625,0.32,0.78,0.51,0.18,0.44,True,True
22,tense_prominence,final,1,7247,-0.5176082849502563,-0.4271300137042999,-0.2687240242958069,-0.6041958928108215,-0.4676417410373688,-0.2761819660663605,1.0,1.0,1.0,0.755,0.74,0.64,True,True
23,aspect_and_event_structure,mean,1,701,-0.7055163979530334,-0.27856433391571045,0.3576398491859436,-0.9942710399627686,-0.2871299386024475,0.37912049889564514,0.6625,0.2,0.3,0.6125,0.12,0.26,True,False
23,aspect_and_event_structure,final,1,3044,-0.569197416305542,0.0899294838309288,0.46677321195602417,-0.6914187073707581,0.08938781917095184,0.5224941372871399,0.77,0.36,0.62,0.6425,0.2,0.42,False,False
24,modality_and_mood,mean,1,13197,0.6157345175743103,0.42269182205200195,0.44372811913490295,0.7804575562477112,0.46171894669532776,0.4901665449142456,0.56,0.2,0.62,0.5275,0.2,0.46,True,True
24,modality_and_mood,final,1,3044,0.6233725547790527,-0.21808291971683502,0.36961454153060913,0.7962307929992676,-0.22121569514274597,0.3937855362892151,0.81,0.8,0.66,0.7075,0.46,0.44,False,True
25,epistemic_modality,mean,1,4591,0.8098894357681274,-0.2455480694770813,0.4014601409435272,1.3789646625518799,-0.25075727701187134,0.43392884731292725,0.905,0.24,0.3,0.8775,0.18,0.2,False,True
25,epistemic_modality,final,1,4923,0.7728185653686523,-0.3177049160003662,-0.6839067935943604,1.2162293195724487,-0.33169716596603394,-0.9279897809028625,1.0,1.0,0.96,0.895,0.58,0.82,False,False
26,evidentiality,mean,1,3336,0.8992544412612915,0.08439596742391586,-0.7704203128814697,2.0532119274139404,0.08384688943624496,-1.1962882280349731,0.84,0.7,0.82,0.8325,0.4,0.78,True,False
26,evidentiality,final,1,7700,-0.8583455681800842,-0.38795003294944763,0.3778916299343109,-1.6708624362945557,-0.4166854918003082,0.4040542244911194,0.8025,1.0,0.78,0.8025,0.78,0.52,True,False
27,mirativity_stance_and_affect_marking,mean,1,1887,0.9746910333633423,0.8548627495765686,0.9517486095428467,4.354452133178711,1.6310380697250366,3.070204496383667,1.0,1.0,1.0,1.0,0.98,1.0,True,True
27,mirativity_stance_and_affect_marking,final,1,6119,0.9419602155685425,0.9187965393066406,0.9361345171928406,2.8022525310516357,2.304255247116089,2.635420799255371,1.0,0.98,0.96,1.0,0.98,0.96,True,True
28,negation_and_polarity_structure,mean,1,14770,-0.6849724054336548,-0.20230861008167267,-0.39947184920310974,-0.9389859437942505,-0.20450404286384583,-0.43137067556381226,0.5425,0.78,0.16,0.5,0.42,0.16,True,True
28,negation_and_polarity_structure,final,1,12178,-0.6493474841117859,-0.2759208679199219,-0.4037792682647705,-0.8527843952178955,-0.2841794192790985,-0.43692219257354736,1.0,1.0,1.0,0.8325,0.52,0.62,True,True
29,quantifier_scope_and_distributivity,mean,1,12588,0.7267351150512695,0.27912798523902893,0.37582632899284363,1.0566418170928955,0.2877599000930786,0.40148162841796875,0.9175,0.7,0.32,0.7575,0.36,0.16,True,True
29,quantifier_scope_and_distributivity,final,1,16378,-0.6282507181167603,-0.38904130458831787,-0.40862491726875305,-0.8064990639686584,-0.4180663824081421,-0.44320911169052124,1.0,1.0,1.0,0.87,0.7,0.66,True,True
30,conditional_and_counterfactual_marking,mean,1,15938,0.8586918115615845,0.49859920144081116,-0.1143210232257843,1.673426866531372,0.5694156885147095,-0.11391893774271011,0.795,0.42,0.14,0.7925,0.3,0.1,True,False
30,conditional_and_counterfactual_marking,final,1,5219,-0.7958799600601196,-0.5039891600608826,-0.7219234108924866,-1.3128726482391357,-0.5776520371437073,-1.0327972173690796,1.0,1.0,1.0,0.9475,0.76,0.76,True,True
31,subordination_and_embedding,mean,1,4847,0.97318434715271,0.9826292991638184,-0.3805694580078125,4.225472450256348,5.241696834564209,-0.4074004292488098,1.0,1.0,1.0,1.0,1.0,0.5,True,False
31,subordination_and_embedding,final,1,5159,0.8962443470954895,0.9174426794052124,0.34949374198913574,2.018040895462036,2.282721757888794,0.36926770210266113,1.0,1.0,1.0,0.9975,1.0,0.5,True,True
32,quotation_and_reported_speech_structure,mean,1,7644,-0.8336458206176758,-0.6523815989494324,-0.8283656239509583,-1.5075217485427856,-0.8521344661712646,-1.4638662338256836,0.7225,0.66,0.7,0.7225,0.58,0.7,True,True
32,quotation_and_reported_speech_structure,final,1,3947,-0.7434964179992676,-0.7935090065002441,-0.7352986931800842,-1.1103966236114502,-1.2908107042312622,-1.074017882347107,0.7525,0.78,0.98,0.7025,0.78,0.84,True,True
33,discourse_relation_marking,mean,1,10770,-0.8830366134643555,0.05764547362923622,0.9548419713973999,-1.8792320489883423,0.05716115981340408,3.1814191341400146,1.0,1.0,1.0,1.0,0.66,1.0,False,False
33,discourse_relation_marking,final,1,11776,0.7101783156394958,0.46592625975608826,0.22358599305152893,1.007483959197998,0.521282970905304,0.22708772122859955,1.0,1.0,1.0,0.9025,0.74,0.58,True,True
34,topic_comment_structure,mean,1,2509,-0.8676437735557556,-0.5782672762870789,-0.7091948390007019,-1.742926836013794,-0.7016696929931641,-0.9958221912384033,0.85,1.0,0.88,0.8325,0.84,0.82,True,True
34,topic_comment_structure,final,1,12998,0.758325457572937,0.6565368175506592,0.6639777421951294,1.1618423461914062,0.8616511821746826,0.8790404796600342,1.0,1.0,1.0,0.9175,0.72,0.82,True,True
35,focus_and_given_new_marking,mean,1,16084,-0.8151004314422607,0.53200364112854,0.681742787361145,-1.4052366018295288,0.6219800710678101,0.9224963784217834,1.0,1.0,1.0,0.8975,0.76,0.88,False,False
35,focus_and_given_new_marking,final,1,2195,-0.8127585053443909,-0.530832827091217,-0.7193379402160645,-1.3933066129684448,-0.6200733184814453,-1.02511727809906,0.8325,0.96,0.86,0.81,0.7,0.8,True,True
36,genericity_and_kind_level_reference,mean,1,13521,0.38834959268569946,0.30323073267936707,0.4645141065120697,0.4208991527557373,0.3150148391723633,0.5192676186561584,0.5775,0.58,0.7,0.42,0.36,0.54,True,True
36,genericity_and_kind_level_reference,final,1,164,0.33983075618743896,0.19894066452980042,0.47115665674209595,0.3608831763267517,0.2009580284357071,0.5287926197052002,1.0,1.0,1.0,0.6325,0.6,0.74,True,True
37,social_deixis_honorifics_status_encoding,mean,1,2410,0.9277223944664001,0.9127199649810791,0.5644055604934692,2.482282876968384,2.2113993167877197,0.6768438816070557,1.0,0.84,0.82,1.0,0.84,0.54,True,True
37,social_deixis_honorifics_status_encoding,final,1,46,-0.9033511281013489,-0.7001131176948547,-0.5651090741157532,-2.1035611629486084,-0.9706519246101379,-0.678083062171936,0.8325,0.84,0.32,0.8325,0.76,0.32,True,True
38,speech_act_force_and_request_directness,mean,1,5530,-0.5678360462188721,-0.6996418833732605,-0.2994917631149292,-0.688977062702179,-0.9693718552589417,-0.3107452392578125,1.0,1.0,1.0,0.695,0.84,0.62,True,True
38,speech_act_force_and_request_directness,final,1,9622,-0.4737878739833832,-0.7100551128387451,-0.3324703872203827,-0.5373316407203674,-0.9982566237449646,-0.348981112241745,1.0,1.0,1.0,0.705,0.86,0.68,True,True
39,deixis_and_perspective_anchoring,mean,1,9622,-0.7627482414245605,-0.47211751341819763,-0.5268592238426208,-1.177978754043579,-0.5301799774169922,-0.6136388182640076,1.0,1.0,1.0,0.8375,0.6,0.78,True,True
39,deixis_and_perspective_anchoring,final,1,9622,-0.795283317565918,-0.8348754644393921,-0.31391122937202454,-1.3101924657821655,-1.5015010833740234,-0.3273005187511444,1.0,1.0,1.0,0.8375,0.9,0.54,True,True
40,orthographic_and_tokenization_interface,mean,1,1546,0.6342526078224182,-0.14530488848686218,-0.09736596047878265,0.8193483948707581,-0.14538748562335968,-0.0968475341796875,1.0,1.0,1.0,0.8225,0.84,0.56,False,False
40,orthographic_and_tokenization_interface,final,1,4825,0.5762103796005249,0.4428677558898926,0.19745653867721558,0.7041341066360474,0.488984078168869,0.19939780235290527,1.0,1.0,1.0,0.7575,0.68,0.52,True,True
