variable_id,variable,pooling,feature_id,field,split,group,n,effect,abs_effect,nonzero_fraction,same_as_train_direction,seen_in_train,eligible
7,voice_and_agent_prominence,mean,8235,marker_family,val,patient_prominent_passive,50,0.9214052352457713,0.9214052352457713,1.0,True,False,True
7,voice_and_agent_prominence,mean,8235,marker_family,test,impersonal_voice,25,0.9284685501672834,0.9284685501672834,1.0,True,False,True
7,voice_and_agent_prominence,mean,8235,marker_family,test,middle_like_voice,25,-0.2980943357527911,0.2980943357527911,0.2,False,False,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,train,community_services,66,0.8749400285007544,0.8749400285007544,0.9090909090909091,True,True,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,train,education,67,0.7779592288932127,0.7779592288932127,0.9253731343283582,True,True,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,train,engineering,67,0.8643001147629217,0.8643001147629217,1.0,True,True,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,train,healthcare,67,0.8985570429268541,0.8985570429268541,1.0,True,True,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,train,logistics,67,0.8704602441675932,0.8704602441675932,1.0,True,True,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,train,workplace_operations,66,0.8872008398224204,0.8872008398224204,1.0,True,True,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,val,agriculture,25,0.9179245451365616,0.9179245451365616,1.0,True,False,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,val,finance,25,0.9298390329479368,0.9298390329479368,1.0,True,False,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,test,legal,18,0.6340340163220339,0.6340340163220339,0.5555555555555556,True,False,True
7,voice_and_agent_prominence,mean,8235,lexical_domain,test,public_administration,16,0.6093435412456171,0.6093435412456171,0.6875,True,False,True
