candidate_key,probe_family,variable_id,variable,representation,layer_idx,layer_name,hidden_dim,regularization_c,train_accuracy,train_balanced_accuracy,train_f1,train_auroc,train_n,train_positive_rate,val_accuracy,val_balanced_accuracy,val_f1,val_auroc,val_n,val_positive_rate,test_accuracy,test_balanced_accuracy,test_f1,test_auroc,test_n,test_positive_rate,suspiciously_high_test_auroc,possible_overfit,weak_signal
delta_direction_basis_to_changed|var=1|repr=final_token|layer=5,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=6,sentence_basis_changed,1,Subject expression / pro-drop,final_token,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8384,100,0.5,0.5,0.5,0.0,0.9152,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=6,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=7,sentence_basis_changed,1,Subject expression / pro-drop,final_token,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8211999999999999,100,0.5,0.5,0.5,0.0,0.8968,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=7,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=8,sentence_basis_changed,1,Subject expression / pro-drop,final_token,8,layer_8,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8524,100,0.5,0.5,0.5,0.0,0.884,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=8,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,8,layer_8,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=9,sentence_basis_changed,1,Subject expression / pro-drop,final_token,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8688,100,0.5,0.5,0.5,0.0,0.898,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=9,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=10,sentence_basis_changed,1,Subject expression / pro-drop,final_token,10,layer_10,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8972,100,0.5,0.5,0.5,0.0,0.884,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=10,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,10,layer_10,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=11,sentence_basis_changed,1,Subject expression / pro-drop,final_token,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9072,100,0.5,0.5,0.5,0.0,0.8608,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=11,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=12,sentence_basis_changed,1,Subject expression / pro-drop,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8695999999999999,100,0.5,0.5,0.5,0.0,0.8228,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=12,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=13,sentence_basis_changed,1,Subject expression / pro-drop,final_token,13,layer_13,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8847999999999999,100,0.5,0.5,0.5,0.0,0.834,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=13,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,13,layer_13,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=14,sentence_basis_changed,1,Subject expression / pro-drop,final_token,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9064,100,0.5,0.5,0.5,0.0,0.8652,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=14,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=15,sentence_basis_changed,1,Subject expression / pro-drop,final_token,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.894,100,0.5,0.5,0.5,0.0,0.8808,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=15,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=16,sentence_basis_changed,1,Subject expression / pro-drop,final_token,16,layer_16,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.874,100,0.5,0.5,0.5,0.0,0.848,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=16,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,16,layer_16,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=17,sentence_basis_changed,1,Subject expression / pro-drop,final_token,17,layer_17,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.846,100,0.5,0.5,0.5,0.0,0.8556000000000001,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=17,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,17,layer_17,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=18,sentence_basis_changed,1,Subject expression / pro-drop,final_token,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.52,0.52,0.07692307692307693,0.8088,100,0.5,0.58,0.58,0.3,0.8348,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=18,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=19,sentence_basis_changed,1,Subject expression / pro-drop,final_token,19,layer_19,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.57,0.5700000000000001,0.24561403508771928,0.7808,100,0.5,0.55,0.55,0.21052631578947367,0.8031999999999999,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=19,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,19,layer_19,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=20,sentence_basis_changed,1,Subject expression / pro-drop,final_token,20,layer_20,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.62,0.62,0.42424242424242425,0.774,100,0.5,0.55,0.55,0.18181818181818182,0.8316,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=20,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,20,layer_20,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=21,sentence_basis_changed,1,Subject expression / pro-drop,final_token,21,layer_21,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.65,0.65,0.4927536231884058,0.8039999999999999,100,0.5,0.51,0.51,0.0392156862745098,0.7656,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=21,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,21,layer_21,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=22,sentence_basis_changed,1,Subject expression / pro-drop,final_token,22,layer_22,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.64,0.64,0.4857142857142857,0.7816000000000001,100,0.5,0.53,0.53,0.14545454545454545,0.7424000000000001,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=22,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,22,layer_22,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=final_token|layer=23,sentence_basis_changed,1,Subject expression / pro-drop,final_token,23,layer_23,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.64,0.64,0.4857142857142857,0.7356,100,0.5,0.51,0.51,0.07547169811320754,0.732,100,0.5,False,True,False
delta_direction_basis_to_changed|var=1|repr=final_token|layer=23,delta_direction_basis_to_changed,1,Subject expression / pro-drop,final_token,23,layer_23,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.98,0.98,0.98,0.9995999999999999,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=0,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8615999999999999,100,0.5,0.5,0.5,0.0,0.8628,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=0,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=1,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8947999999999999,100,0.5,0.5,0.5,0.0,0.8775999999999999,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=1,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=2,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,2,layer_2,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9084000000000001,100,0.5,0.5,0.5,0.0,0.8852,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=2,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,2,layer_2,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=3,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,3,layer_3,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9112,100,0.5,0.5,0.5,0.0,0.9119999999999999,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=3,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,3,layer_3,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=4,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,4,layer_4,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8996,100,0.5,0.5,0.5,0.0,0.8908,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=4,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,4,layer_4,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=5,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8860000000000001,100,0.5,0.5,0.5,0.0,0.9376,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=5,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=6,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.8988,100,0.5,0.5,0.5,0.0,0.9524,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=6,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=7,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9319999999999999,100,0.5,0.5,0.5,0.0,0.9488,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=7,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=8,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,8,layer_8,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.944,100,0.5,0.5,0.5,0.0,0.9676,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=8,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,8,layer_8,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=9,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9491999999999999,100,0.5,0.5,0.5,0.0,0.968,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=9,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=10,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,10,layer_10,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.9443999999999999,100,0.5,0.5,0.5,0.0,0.9596,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=10,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,10,layer_10,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=11,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.51,0.51,0.0392156862745098,0.9644,100,0.5,0.5,0.5,0.0,0.9536,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=11,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=12,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.53,0.53,0.11320754716981132,0.9683999999999999,100,0.5,0.5,0.5,0.0,0.9503999999999999,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=12,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=13,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,13,layer_13,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.52,0.52,0.07692307692307693,0.9632000000000001,100,0.5,0.5,0.5,0.0,0.9551999999999999,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=13,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,13,layer_13,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=14,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.53,0.53,0.11320754716981132,0.9604,100,0.5,0.5,0.5,0.0,0.9683999999999999,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=14,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=15,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.54,0.54,0.14814814814814814,0.95,100,0.5,0.5,0.5,0.0,0.9616,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=15,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=16,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,16,layer_16,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.53,0.53,0.11320754716981132,0.948,100,0.5,0.5,0.5,0.0,0.948,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=16,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,16,layer_16,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=17,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,17,layer_17,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.54,0.54,0.14814814814814814,0.9484000000000001,100,0.5,0.5,0.5,0.0,0.9388,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=17,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,17,layer_17,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=18,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.53,0.53,0.11320754716981132,0.936,100,0.5,0.5,0.5,0.0,0.9303999999999999,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=18,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=19,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,19,layer_19,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.54,0.54,0.14814814814814814,0.9284,100,0.5,0.5,0.5,0.0,0.9256000000000001,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=19,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,19,layer_19,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
sentence_basis_changed|var=1|repr=mean_pooled|layer=20,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,20,layer_20,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.55,0.55,0.18181818181818182,0.9148,100,0.5,0.5,0.5,0.0,0.9207999999999998,100,0.5,False,False,False
delta_direction_basis_to_changed|var=1|repr=mean_pooled|layer=20,delta_direction_basis_to_changed,1,Subject expression / pro-drop,mean_pooled,20,layer_20,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False
