candidate_key,probe_family,variable_id,variable,representation,layer_idx,layer_name,hidden_dim,regularization_c,train_accuracy,train_balanced_accuracy,train_f1,train_auroc,train_n,train_positive_rate,val_accuracy,val_balanced_accuracy,val_f1,val_auroc,val_n,val_positive_rate,test_accuracy,test_balanced_accuracy,test_f1,test_auroc,test_n,test_positive_rate,suspiciously_high_test_auroc,possible_overfit,weak_signal,selected_by,val_auroc_ci_lower,val_auroc_ci_upper,val_auroc_bootstrap_valid_samples,test_auroc_ci_lower,test_auroc_ci_upper,test_auroc_bootstrap_valid_samples
delta_direction_basis_to_changed|var=35|repr=final_token|layer=0,delta_direction_basis_to_changed,35,focus_and_given_new_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9999999999999999,1.0,1000.0
delta_direction_basis_to_changed|var=36|repr=final_token|layer=12,delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.82,0.82,0.82,0.9556,100,0.5,0.92,0.92,0.92,0.9472,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9180561098529848,0.9835785308441558,1000.0,0.9034351325757576,0.9839458402759113,1000.0
delta_direction_basis_to_changed|var=37|repr=final_token|layer=0,delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.5,0.5,0.5,0.75,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6427895330445568,0.8376950143254491,1000.0
delta_direction_basis_to_changed|var=38|repr=final_token|layer=2,delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,final_token,2,layer_2,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.56,0.56,0.56,0.58,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.45900908658918116,0.6901070075757576,1000.0
delta_direction_basis_to_changed|var=39|repr=mean_pooled|layer=14,delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,mean_pooled,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.7,0.7,0.7,0.81,100,0.5,0.84,0.84,0.84,0.8816,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7281960578081093,0.8866420005502201,1000.0,0.8071750387596899,0.9494319401021851,1000.0
delta_direction_basis_to_changed|var=40|repr=final_token|layer=0,delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.74,0.74,0.74,0.8508,100,0.5,0.5,0.5,0.5,0.518,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.7751634343434344,0.9132162157809984,1000.0,0.4066494313607085,0.6372373418768086,1000.0
sentence_basis_changed|var=1|repr=mean_pooled|layer=12,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.53,0.53,0.11320754716981132,0.9683999999999999,100,0.5,0.5,0.5,0.0,0.9503999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9327410411279897,0.992324847027972,1000.0,0.9070501207729469,0.983546383865031,1000.0
sentence_basis_changed|var=2|repr=mean_pooled|layer=8,sentence_basis_changed,2,basic_constituent_order,mean_pooled,8,layer_8,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.87,0.87,0.8539325842696629,0.9216000000000001,100,0.5,0.54,0.54,0.5576923076923077,0.5928,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.8661643358437539,0.9715951251981821,1000.0,0.47835102791116446,0.7025692492974708,1000.0
sentence_basis_changed|var=3|repr=mean_pooled|layer=9,sentence_basis_changed,3,nominal_modifier_order,mean_pooled,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.82,0.8200000000000001,0.8163265306122449,0.8944,100,0.5,0.51,0.51,0.5420560747663551,0.5312,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.8185097727260683,0.9491279987373737,1000.0,0.41639280355312963,0.6470653886554621,1000.0
sentence_basis_changed|var=4|repr=mean_pooled|layer=18,sentence_basis_changed,4,case_marking,mean_pooled,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.94,0.94,0.9375,0.992,100,0.5,0.97,0.97,0.9690721649484536,0.9916,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9791910514205682,0.9991971498033947,1000.0,0.9767082737856283,1.0,1000.0
sentence_basis_changed|var=5|repr=mean_pooled|layer=8,sentence_basis_changed,5,morphosyntactic_alignment,mean_pooled,8,layer_8,1024,1.0,0.99875,0.99875,0.9987515605493134,1.0,800,0.5,0.77,0.77,0.7526881720430108,0.8516,100,0.5,0.78,0.78,0.7884615384615384,0.8208000000000001,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.7775533131394232,0.92042356078905,1000.0,0.7383252818035427,0.8986478365384615,1000.0
sentence_basis_changed|var=6|repr=final_token|layer=14,sentence_basis_changed,6,transitivity_valency,final_token,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.6666666666666666,0.864,100,0.5,0.51,0.51,0.6711409395973155,0.9644,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.7883089654130884,0.9303754714006816,1000.0,0.9240914033882784,0.9917367974912414,1000.0
sentence_basis_changed|var=7|repr=final_token|layer=0,sentence_basis_changed,7,voice_and_agent_prominence,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.76,0.76,0.7894736842105263,0.8595999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.7805609090909091,0.922800707070707,1000.0
sentence_basis_changed|var=8|repr=final_token|layer=13,sentence_basis_changed,8,causativity_and_valency_change,final_token,13,layer_13,1024,1.0,0.98,0.98,0.9800498753117207,0.999165625,800,0.5,0.96,0.96,0.9591836734693877,0.9952000000000001,100,0.5,0.8,0.8,0.8148148148148148,0.8572,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9855049818840579,1.0,1000.0,0.7750360182202854,0.9251227536231884,1000.0
sentence_basis_changed|var=9|repr=mean_pooled|layer=7,sentence_basis_changed,9,analytic_vs_synthetic_encoding,mean_pooled,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.8,0.8,0.75,1.0,100,0.5,0.93,0.9299999999999999,0.9247311827956989,0.9952,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9867730992538882,1.0,1000.0
sentence_basis_changed|var=10|repr=mean_pooled|layer=1,sentence_basis_changed,10,morphological_segmentation_type,mean_pooled,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.88,0.88,0.8888888888888888,0.9812,100,0.5,0.79,0.79,0.7529411764705882,0.9556,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9551486807050839,0.9976074569146699,1000.0,0.9126340028765129,0.9866694711538461,1000.0
sentence_basis_changed|var=11|repr=final_token|layer=0,sentence_basis_changed,11,agreement_indexing_density,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.69,0.69,0.6593406593406593,0.7536,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6509878472222222,0.8429385718448219,1000.0
sentence_basis_changed|var=12|repr=mean_pooled|layer=12,sentence_basis_changed,12,optionality_vs_obligatoriness_of_marking,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.9,0.9,0.8888888888888888,0.9868000000000001,100,0.5,0.58,0.58,0.6911764705882353,0.6275999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.964742288961039,1.0,1000.0,0.5094833886841112,0.737187370814386,1000.0
sentence_basis_changed|var=13|repr=mean_pooled|layer=23,sentence_basis_changed,13,redundancy_cumulative_exponence,mean_pooled,23,layer_23,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.97,0.97,0.9690721649484536,0.994,100,0.5,0.52,0.52,0.4146341463414634,0.6208,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9819699498156752,1.0,1000.0,0.515951231060606,0.733755608974359,1000.0
sentence_basis_changed|var=14|repr=mean_pooled|layer=13,sentence_basis_changed,14,definiteness_and_specificity,mean_pooled,13,layer_13,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.84,0.84,0.8431372549019608,0.8956,100,0.5,0.73,0.73,0.7157894736842105,0.8204,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8235982352941177,0.9529309593023255,1000.0,0.7207431891025642,0.9000401608991063,1000.0
sentence_basis_changed|var=15|repr=final_token|layer=23,sentence_basis_changed,15,number_marking,final_token,23,layer_23,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.6527777777777778,0.6096,100,0.5,0.46,0.46,0.5573770491803278,0.4376,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.4905675338317145,0.7098496448700253,1000.0,0.3136644146294882,0.560020202020202,1000.0
sentence_basis_changed|var=16|repr=final_token|layer=0,sentence_basis_changed,16,gender_noun_class,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.84,0.84,0.8596491228070176,0.8667999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.7854224730583427,0.933910450898211,1000.0
sentence_basis_changed|var=17|repr=final_token|layer=12,sentence_basis_changed,17,animacy_and_humanness,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.67,0.6699999999999999,0.6796116504854369,0.7328,100,0.5,0.67,0.67,0.7272727272727273,0.7931999999999999,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6318516950049251,0.8297479678105223,1000.0,0.6977953486854938,0.877167804094741,1000.0
sentence_basis_changed|var=18|repr=final_token|layer=9,sentence_basis_changed,18,person_marking_and_person_hierarchy,final_token,9,layer_9,1024,1.0,0.96375,0.96375,0.9635220125786164,0.9954937500000001,800,0.5,0.64,0.6399999999999999,0.660377358490566,0.7312000000000001,100,0.5,0.59,0.59,0.6962962962962963,0.6776,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6310402545316988,0.8201530760842383,1000.0,0.5732018416032519,0.7796863391651503,1000.0
sentence_basis_changed|var=19|repr=mean_pooled|layer=11,sentence_basis_changed,19,inclusive_exclusive_distinction,mean_pooled,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.74,0.74,0.7719298245614035,0.8776,100,0.5,0.71,0.71,0.6881720430107527,0.7435999999999998,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8052638364792682,0.9380231523365203,1000.0,0.636639968104745,0.8374174097339857,1000.0
sentence_basis_changed|var=20|repr=mean_pooled|layer=12,sentence_basis_changed,20,pronoun_richness_and_reduction,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.93,0.9299999999999999,0.9247311827956989,0.992,100,0.5,0.91,0.9099999999999999,0.9174311926605505,0.922,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9770418362247448,1.0,1000.0,0.862139423076923,0.9733333333333333,1000.0
sentence_basis_changed|var=21|repr=mean_pooled|layer=15,sentence_basis_changed,21,possession_and_alienability,mean_pooled,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.75,0.75,0.7058823529411765,0.8356,100,0.5,0.69,0.69,0.6868686868686869,0.7276,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7510830752755648,0.903144891097029,1000.0,0.6199635485287659,0.813539839012528,1000.0
sentence_basis_changed|var=22|repr=final_token|layer=5,sentence_basis_changed,22,tense_prominence,final_token,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.61,0.61,0.6548672566371682,0.7076,100,0.5,0.6,0.6,0.6551724137931034,0.6624000000000001,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6087718592171718,0.8025058758608914,1000.0,0.5515136525974026,0.7772526667662198,1000.0
