probe_family,variable_id,variable,activation_representation,activation_layer_idx,activation_layer_name,activation_val_auroc,activation_val_auroc_ci_lower,activation_val_auroc_ci_upper,activation_test_auroc,activation_test_auroc_ci_lower,activation_test_auroc_ci_upper,activation_test_accuracy,best_text_model_kind,best_text_val_auroc,best_text_val_auroc_ci_lower,best_text_val_auroc_ci_upper,best_text_test_auroc,best_text_test_auroc_ci_lower,best_text_test_auroc_ci_upper,activation_minus_text_test_auroc,best_null_val_auroc,best_null_test_auroc,activation_minus_null_test_auroc,suspiciously_high_test_auroc,possible_overfit,weak_signal
delta_direction_basis_to_changed,11,agreement_indexing_density,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.7316,0.6214608524528042,0.8251718415683932,0.5,char_tfidf,0.5,0.3869737947637135,0.6130192457258419,0.8766,0.8074943496587716,0.9366017442705705,-0.14500000000000002,,,,False,False,False
delta_direction_basis_to_changed,12,optionality_vs_obligatoriness_of_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.6644000000000001,0.5599642995169083,0.770794861501405,0.54,word_tfidf,0.5,0.5,0.5,0.5,0.401191571108665,0.592330157716061,0.1644000000000001,,,,False,False,False
delta_direction_basis_to_changed,13,redundancy_cumulative_exponence,final_token,3,layer_3,1.0,0.9999999999999999,1.0,0.878,0.8111724038461537,0.9363750089407744,0.74,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.378,,,,False,False,False
delta_direction_basis_to_changed,14,definiteness_and_specificity,final_token,18,layer_18,1.0,0.9999999999999999,1.0,0.986,0.9626523829943642,1.0,0.98,char_tfidf,0.5924,0.4749511884550085,0.7047574852432189,0.6386000000000001,0.5329242424242423,0.7449279691976702,0.34739999999999993,,,,True,False,False
delta_direction_basis_to_changed,15,number_marking,final_token,19,layer_19,0.7864,0.6944833203341635,0.8695769071542168,0.4376,0.3285060330950562,0.5532886592136854,0.4,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,-0.06240000000000001,,,,False,True,True
delta_direction_basis_to_changed,16,gender_noun_class,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9884000000000001,0.970135218266411,0.9987956643918104,0.94,word_tfidf,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,-0.011599999999999944,,,,True,False,False
delta_direction_basis_to_changed,17,animacy_and_humanness,final_token,20,layer_20,1.0,0.9999999999999999,1.0,0.9248,0.8701266233766234,0.9664055766537384,0.8,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.42479999999999996,,,,False,False,False
delta_direction_basis_to_changed,18,person_marking_and_person_hierarchy,mean_pooled,11,layer_11,0.8996,0.8189102564102565,0.9585496214232627,0.8208,0.7435768406262546,0.8918338543819759,0.72,word_tfidf,0.8238,0.7290697674418604,0.9078032332263081,0.8055999999999999,0.7204053623188406,0.8800102163461537,0.015200000000000102,,,,False,False,False
delta_direction_basis_to_changed,19,inclusive_exclusive_distinction,mean_pooled,9,layer_9,0.9908,0.9767809483793516,0.9991792151813704,0.9096000000000001,0.8507825252525254,0.9545088566827697,0.76,word_tfidf,0.5,0.38988886893252683,0.6182584852122667,0.5,0.3828025757575758,0.6133611444577831,0.4096000000000001,,,,False,False,False
delta_direction_basis_to_changed,20,pronoun_richness_and_reduction,final_token,1,layer_1,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5,0.4066454450632713,0.5984046384094666,0.5,0.40908153686195653,0.5866481258794803,0.5,,,,True,False,False
delta_direction_basis_to_changed,21,possession_and_alienability,final_token,5,layer_5,0.9604,0.9251097408026757,0.9887600972475269,0.8735999999999999,0.799891968787515,0.9310251890572294,0.76,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,0.37359999999999993,,,,False,False,False
delta_direction_basis_to_changed,22,tense_prominence,final_token,1,layer_1,0.8248,0.7380602240896358,0.8937428789697697,0.9252,0.8668656863969364,0.9700025252525252,0.86,char_tfidf,0.7196,0.6120781175869495,0.8131015687525012,0.7458,0.6468458114953299,0.829495871075703,0.1794,,,,False,True,False
delta_direction_basis_to_changed,23,aspect_and_event_structure,final_token,18,layer_18,0.9616,0.9277492072108943,0.9843963166662013,0.38359999999999994,0.2732459168040925,0.5054091522972826,0.46,word_tfidf,0.5,0.5,0.5,0.5,0.5,0.5,-0.11640000000000006,,,,False,False,True
delta_direction_basis_to_changed,24,modality_and_mood,final_token,21,layer_21,0.9683999999999999,0.9361453091875048,0.9904988093556811,0.7444,0.6470352564102564,0.83575375,0.62,word_tfidf,0.5,0.3846491313916871,0.6139470643329795,0.5,0.3868810024009603,0.6051859413249693,0.24439999999999995,,,,False,False,False
delta_direction_basis_to_changed,25,epistemic_modality,mean_pooled,0,layer_0,1.0,0.9999999999999999,1.0,0.7515999999999999,0.6450515726290517,0.8444366502463054,0.82,word_tfidf,0.5,0.3912037823343524,0.5935559703407225,0.6472,0.5310033207994737,0.7507195871761089,0.10439999999999994,,,,False,False,False
delta_direction_basis_to_changed,26,evidentiality,final_token,6,layer_6,0.8855999999999999,0.8165064885762658,0.9423132183908047,0.7020000000000001,0.5985491071428571,0.8119111936497643,0.58,char_tfidf,0.7658,0.6590433649421308,0.8535789294854472,0.4866,0.3697866586538462,0.5963507013731175,0.2154000000000001,,,,False,False,False
delta_direction_basis_to_changed,27,mirativity_stance_and_affect_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,char_tfidf,0.98,0.9534792877906976,0.9979874196055234,0.9528,0.9039370216685708,0.9889179519568769,0.04720000000000002,,,,True,False,False
delta_direction_basis_to_changed,28,negation_and_polarity_structure,mean_pooled,2,layer_2,0.7867999999999999,0.6942864583333332,0.8684932715004106,0.9604,0.9229063490746173,0.9863999999999999,0.82,length_punct,0.5,0.5,0.5,0.5,0.5,0.5,0.46040000000000003,,,,False,True,False
delta_direction_basis_to_changed,29,quantifier_scope_and_distributivity,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9743999999999999,0.9470092332396629,0.992727931488801,0.84,char_tfidf,0.7435999999999999,0.6410055465367964,0.8331382553021208,0.6472,0.5353500491105533,0.7474911682858612,0.32719999999999994,,,,True,False,False
delta_direction_basis_to_changed,30,conditional_and_counterfactual_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.9284,0.8729904300082102,0.9723028389214158,0.9,length_punct,0.5,0.5,0.5,0.5,0.5,0.5,0.4284,,,,False,False,False
delta_direction_basis_to_changed,31,subordination_and_embedding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.7468,0.6400897958472688,0.8394247662935106,0.5,word_tfidf,0.5,0.3862668533157664,0.6086305612062399,0.5,0.3884673295454546,0.6137692906584917,0.24680000000000002,,,,False,False,False
delta_direction_basis_to_changed,32,quotation_and_reported_speech_structure,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.8304,0.7525194128787879,0.894605,0.5,0.3755464806114754,0.6207482616783795,0.5,,,,True,False,False
delta_direction_basis_to_changed,33,discourse_relation_marking,final_token,5,layer_5,0.75,0.64,0.8437512580515297,0.0864,0.03904703106740459,0.1424669867947179,0.16,length_punct,0.5,0.5,0.5,0.5,0.5,0.5,-0.41359999999999997,,,,False,True,True
delta_direction_basis_to_changed,34,topic_comment_structure,mean_pooled,12,layer_12,0.944,0.898730183105183,0.9765712830586781,0.9995999999999999,0.9975990396158464,1.0,0.98,char_tfidf,0.6638000000000001,0.5547647077821413,0.7513478209127238,0.5784,0.46212555334633854,0.6872805372148859,0.4211999999999999,,,,True,False,False
delta_direction_basis_to_changed,35,focus_and_given_new_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,word_tfidf,0.5,0.3934593160670746,0.6100039116397243,0.7238,0.6328873731310706,0.8054937900641027,0.2762,,,,True,False,False
delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,0.9556,0.9180561098529848,0.9835785308441558,0.9472,0.9034351325757576,0.9839458402759113,0.92,word_tfidf,0.9168,0.8643216586151369,0.9595926351309754,0.8086,0.7169356023659464,0.8920240907671658,0.13860000000000006,,,,False,False,False
delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.75,0.6427895330445568,0.8376950143254491,0.5,char_tfidf,0.8527999999999999,0.7488732304687017,0.9391810517864312,0.5512,0.42910635291881694,0.6629886059364996,0.19879999999999998,,,,False,False,False
delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,final_token,2,layer_2,1.0,0.9999999999999999,1.0,0.58,0.45900908658918116,0.6901070075757576,0.56,char_tfidf,0.87,0.7963757916959888,0.937502565681445,0.468,0.35496229741896757,0.5834137274220033,0.11199999999999993,,,,False,False,True
delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,mean_pooled,14,layer_14,0.81,0.7281960578081093,0.8866420005502201,0.8816,0.8071750387596899,0.9494319401021851,0.84,word_tfidf,0.5,0.3901076897104996,0.6109165550588638,0.49999999999999994,0.38037414291449223,0.6169866310160429,0.3816000000000001,,,,False,True,False
delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,0.8508,0.7751634343434344,0.9132162157809984,0.518,0.4066494313607085,0.6372373418768086,0.5,char_tfidf,1.0,1.0,1.0,0.5,0.5,0.5,0.018000000000000016,,,,False,False,True
sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,12,layer_12,0.9683999999999999,0.9327410411279897,0.992324847027972,0.9503999999999999,0.9070501207729469,0.983546383865031,0.5,length_punct,0.7642,0.6696368035850705,0.8552035534213687,0.8332,0.7500875229899652,0.9122014903846154,0.11719999999999986,0.8268000000000001,0.574,0.37639999999999996,False,False,False
sentence_basis_changed,2,basic_constituent_order,mean_pooled,8,layer_8,0.9216000000000001,0.8661643358437539,0.9715951251981821,0.5928,0.47835102791116446,0.7025692492974708,0.54,char_tfidf,0.8098,0.7155441017316017,0.896405,0.6178,0.5028399143748408,0.7317830409467113,-0.025000000000000022,0.6324,0.5771999999999999,0.015600000000000058,False,False,True
sentence_basis_changed,3,nominal_modifier_order,mean_pooled,9,layer_9,0.8944,0.8185097727260683,0.9491279987373737,0.5312,0.41639280355312963,0.6470653886554621,0.51,length_punct,0.7152,0.5967133333333334,0.8155815970460691,0.5142,0.3933513079144701,0.6258565002705626,0.017000000000000015,0.8271999999999999,0.49879999999999997,0.03240000000000004,False,False,True
sentence_basis_changed,4,case_marking,mean_pooled,18,layer_18,0.992,0.9791910514205682,0.9991971498033947,0.9916,0.9767082737856283,1.0,0.97,char_tfidf,0.9024000000000001,0.8380030347512323,0.9508957326892109,0.982,0.961119375,0.9967539002865089,0.009600000000000053,0.8603999999999999,0.5112,0.48040000000000005,True,False,False
sentence_basis_changed,5,morphosyntactic_alignment,mean_pooled,8,layer_8,0.8516,0.7775533131394232,0.92042356078905,0.8208000000000001,0.7383252818035427,0.8986478365384615,0.78,word_tfidf,0.9328,0.8820097570278111,0.9759953981592637,0.8757999999999999,0.8065055535736054,0.9363815492617222,-0.05499999999999983,0.6739999999999999,0.5504,0.2704000000000001,False,False,False
sentence_basis_changed,6,transitivity_valency,final_token,14,layer_14,0.864,0.7883089654130884,0.9303754714006816,0.9644,0.9240914033882784,0.9917367974912414,0.51,length_punct,0.9738,0.9409024833149338,0.9955999999999999,0.9964,0.989527855120059,1.0,-0.03199999999999992,0.8572,0.6364000000000001,0.32799999999999996,False,False,False
sentence_basis_changed,7,voice_and_agent_prominence,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.8595999999999999,0.7805609090909091,0.922800707070707,0.76,word_tfidf,1.0,0.9999999999999999,1.0,0.6286,0.5036622731648689,0.7419976180127223,0.23099999999999987,0.6216,0.64,0.2195999999999999,False,False,False
sentence_basis_changed,8,causativity_and_valency_change,final_token,13,layer_13,0.9952000000000001,0.9855049818840579,1.0,0.8572,0.7750360182202854,0.9251227536231884,0.8,length_punct,0.9802,0.957983193277311,0.9951980792316927,0.7486,0.652394347826087,0.8438378161380972,0.10859999999999992,0.7944,0.4915999999999999,0.36560000000000004,False,False,False
sentence_basis_changed,9,analytic_vs_synthetic_encoding,mean_pooled,7,layer_7,1.0,0.9999999999999999,1.0,0.9952,0.9867730992538882,1.0,0.93,word_tfidf,0.9952,0.985790424124195,1.0,0.978,0.9543803819604766,0.9959983993597438,0.017199999999999993,0.84,0.5836,0.41159999999999997,True,False,False
sentence_basis_changed,10,morphological_segmentation_type,mean_pooled,1,layer_1,0.9812,0.9551486807050839,0.9976074569146699,0.9556,0.9126340028765129,0.9866694711538461,0.79,word_tfidf,1.0,0.9999999999999999,1.0,0.8608,0.7724044058611,0.9345614478114477,0.0948,0.8659999999999999,0.5992,0.35640000000000005,False,False,False
sentence_basis_changed,11,agreement_indexing_density,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.7536,0.6509878472222222,0.8429385718448219,0.69,word_tfidf,1.0,0.9999999999999999,1.0,0.7365999999999999,0.6326632553328346,0.83212125,0.017000000000000126,0.7879999999999999,0.6024,0.1512,False,False,False
sentence_basis_changed,12,optionality_vs_obligatoriness_of_marking,mean_pooled,12,layer_12,0.9868000000000001,0.964742288961039,1.0,0.6275999999999999,0.5094833886841112,0.737187370814386,0.58,char_tfidf,0.8948,0.8228115701373429,0.959602447599236,0.49939999999999996,0.3917042512077295,0.6134838430564533,0.12819999999999998,0.7052,0.5364,0.09119999999999995,False,False,False
sentence_basis_changed,13,redundancy_cumulative_exponence,mean_pooled,23,layer_23,0.994,0.9819699498156752,1.0,0.6208,0.515951231060606,0.733755608974359,0.52,char_tfidf,0.9576,0.9224949079506737,0.9855802070197562,0.5396,0.4146921585978754,0.6598439013286475,0.08120000000000005,0.646,0.5204,0.10040000000000004,False,False,False
sentence_basis_changed,14,definiteness_and_specificity,mean_pooled,13,layer_13,0.8956,0.8235982352941177,0.9529309593023255,0.8204,0.7207431891025642,0.9000401608991063,0.73,word_tfidf,0.767,0.6708657250615763,0.8542000205254515,0.7892,0.6874490912219916,0.8727591036414566,0.031200000000000006,0.7727999999999999,0.5712,0.24919999999999998,False,False,False
sentence_basis_changed,15,number_marking,final_token,23,layer_23,0.6096,0.4905675338317145,0.7098496448700253,0.4376,0.3136644146294882,0.560020202020202,0.46,word_tfidf,0.5198,0.4043683556880278,0.620671628504523,0.5392,0.4322839190783791,0.6582138290098648,-0.10160000000000002,0.9279999999999999,0.45999999999999996,-0.022399999999999975,False,True,True
sentence_basis_changed,16,gender_noun_class,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.8667999999999999,0.7854224730583427,0.933910450898211,0.84,word_tfidf,1.0,0.9999999999999999,1.0,0.9007999999999999,0.8361304368330832,0.9507115356463183,-0.03400000000000003,0.684,0.5916,0.2751999999999999,False,False,False
sentence_basis_changed,17,animacy_and_humanness,final_token,12,layer_12,0.7328,0.6318516950049251,0.8297479678105223,0.7931999999999999,0.6977953486854938,0.877167804094741,0.67,length_punct,0.6448,0.5306473029152938,0.7523086829758849,0.5434000000000001,0.433558059916058,0.6593372222178068,0.2497999999999998,0.7332,0.5404000000000001,0.2527999999999998,False,True,False
sentence_basis_changed,18,person_marking_and_person_hierarchy,final_token,9,layer_9,0.7312000000000001,0.6310402545316988,0.8201530760842383,0.6776,0.5732018416032519,0.7796863391651503,0.59,word_tfidf,0.7624,0.655729301948052,0.849967856460766,0.7642,0.6714321738330017,0.8478160219808927,-0.08660000000000001,0.5888,0.538,0.13959999999999995,False,True,False
sentence_basis_changed,19,inclusive_exclusive_distinction,mean_pooled,11,layer_11,0.8776,0.8052638364792682,0.9380231523365203,0.7435999999999998,0.636639968104745,0.8374174097339857,0.71,char_tfidf,0.5566000000000001,0.4392603286030596,0.6656702898550724,0.6312,0.5185147552019583,0.7438003220611915,0.11239999999999983,0.7696000000000001,0.6368,0.10679999999999978,False,False,False
sentence_basis_changed,20,pronoun_richness_and_reduction,mean_pooled,12,layer_12,0.992,0.9770418362247448,1.0,0.922,0.862139423076923,0.9733333333333333,0.91,char_tfidf,0.9808,0.9606475926973468,0.9959935897435898,0.8316000000000001,0.7379995192307693,0.9161046674791956,0.09039999999999992,0.6804,0.5916000000000001,0.3303999999999999,False,False,False
sentence_basis_changed,21,possession_and_alienability,mean_pooled,15,layer_15,0.8356,0.7510830752755648,0.903144891097029,0.7276,0.6199635485287659,0.813539839012528,0.69,word_tfidf,0.9006,0.8293773783089543,0.9541144606268295,0.8464,0.7666766706682673,0.9150941022544283,-0.11880000000000002,0.6328,0.5436,0.18400000000000005,False,True,False
sentence_basis_changed,22,tense_prominence,final_token,5,layer_5,0.7076,0.6087718592171718,0.8025058758608914,0.6624000000000001,0.5515136525974026,0.7772526667662198,0.6,char_tfidf,0.6646,0.5653875441035782,0.766181886243056,0.6684,0.5567833370827411,0.772313925570228,-0.005999999999999894,0.6712,0.46280000000000004,0.19960000000000006,False,True,False
sentence_basis_changed,23,aspect_and_event_structure,mean_pooled,14,layer_14,0.7084,0.605144267362505,0.8085125811688311,0.4696,0.3514833113746158,0.5892532195905259,0.44,char_tfidf,0.6063999999999999,0.490575411216273,0.7196275341228422,0.33920000000000006,0.23640496119135304,0.4496305740666399,0.13039999999999996,0.7779999999999999,0.5568,-0.08719999999999994,False,True,True
sentence_basis_changed,24,modality_and_mood,final_token,21,layer_21,0.7656000000000001,0.6742335191804542,0.8566842679100626,0.6376000000000001,0.5343076023359419,0.7450999318646377,0.61,length_punct,0.7541999999999999,0.6519602549915519,0.8416399036531513,0.535,0.42973068501149597,0.6461536012296881,0.10260000000000002,0.826,0.6128,0.024800000000000044,False,True,False
sentence_basis_changed,25,epistemic_modality,mean_pooled,10,layer_10,0.8031999999999999,0.7139222756410257,0.8828099999999999,0.7236,0.6186460160987471,0.818546875,0.64,length_punct,0.619,0.5119658371115209,0.7260395051248192,0.6599999999999999,0.5521318009962606,0.7641877428436546,0.0636000000000001,0.7232,0.5768,0.14680000000000004,False,True,False
sentence_basis_changed,26,evidentiality,final_token,6,layer_6,0.772,0.6699290235834463,0.8735761099054826,0.48279999999999995,0.3696793050699301,0.5970078088053403,0.5,char_tfidf,0.6112,0.4829873357217108,0.7311798878205128,0.10560000000000001,0.04726137727818401,0.17271325321883416,0.3771999999999999,0.9164,0.7996000000000001,-0.31680000000000014,False,True,True
sentence_basis_changed,27,mirativity_stance_and_affect_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.8324000000000001,0.7398836051330684,0.9078818181818181,0.74,length_punct,1.0,1.0,1.0,0.8518,0.7773092410040939,0.9131750143239113,-0.019399999999999862,0.8755999999999999,0.5408000000000001,0.2916000000000001,False,False,False
sentence_basis_changed,28,negation_and_polarity_structure,mean_pooled,4,layer_4,0.7568,0.6480879583709145,0.8547302777923229,0.8272,0.7392357723457054,0.9002080094400448,0.65,word_tfidf,0.6781999999999999,0.5574096705990087,0.7836540435139572,0.8560000000000001,0.7779539049919485,0.9259420773759894,-0.028800000000000048,0.6632,0.40599999999999997,0.4212000000000001,False,True,False
sentence_basis_changed,29,quantifier_scope_and_distributivity,mean_pooled,1,layer_1,0.922,0.8676773119122256,0.9690902674306994,0.86,0.7838735494197678,0.9255137499999998,0.76,char_tfidf,0.8512,0.7616340309489161,0.9176200101981352,0.8535999999999999,0.7730282687692688,0.9195882321731749,0.006400000000000072,0.6896,0.58,0.28,False,False,False
sentence_basis_changed,30,conditional_and_counterfactual_marking,final_token,15,layer_15,0.7192,0.6199605378515096,0.8157291666666666,0.7072,0.6019862327282749,0.8012120673076923,0.57,length_punct,0.8046000000000001,0.7123273737373738,0.8832213541666666,0.5808,0.4631756296465623,0.6953052493724762,0.12640000000000007,0.8904,0.41800000000000004,0.2892,False,True,False
sentence_basis_changed,31,subordination_and_embedding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.5,0.35897435897435903,0.6458639705882353,0.25,word_tfidf,1.0,0.9999999999999999,1.0,0.5,0.35897435897435903,0.6458639705882353,0.0,0.8271999999999999,0.5272,-0.027200000000000002,False,False,True
sentence_basis_changed,32,quotation_and_reported_speech_structure,mean_pooled,6,layer_6,0.9812,0.9485893562126865,0.9987999999999999,0.998,0.9927999279711884,1.0,0.95,word_tfidf,0.9352,0.894317446593262,0.9670039819376026,0.9421999999999999,0.9074675324675325,0.9687950451155973,0.05580000000000007,0.8604,0.596,0.402,True,False,False
sentence_basis_changed,33,discourse_relation_marking,final_token,6,layer_6,0.6624,0.5484663639162561,0.7637743981147307,0.4592,0.3428973993443531,0.5666737247783729,0.5,length_punct,0.6204,0.48998630120049946,0.7301072849564229,0.046400000000000004,0.015606242496998803,0.08977828637200198,0.4128,0.7792,0.8635999999999999,-0.4043999999999999,False,True,True
sentence_basis_changed,34,topic_comment_structure,mean_pooled,7,layer_7,0.8872,0.8153230862375329,0.9466544031623172,0.8855999999999999,0.8119147659063626,0.9467563587935174,0.58,char_tfidf,0.7398,0.6309879255989912,0.837960574854942,0.7604,0.6652373188405797,0.8449405796039814,0.12519999999999998,0.7328,0.5416000000000001,0.34399999999999986,False,False,False
sentence_basis_changed,35,focus_and_given_new_marking,final_token,0,layer_0,0.6275999999999999,0.51521375,0.7426842153963151,0.8976,0.8231226790233002,0.962668956242473,0.87,length_punct,0.598,0.4903775252525253,0.7044497109188503,0.9914,0.9759990384615385,1.0,-0.0938,0.7372,0.44880000000000003,0.4487999999999999,False,True,False
sentence_basis_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,0.8364,0.7475996135265701,0.9104869332877046,0.8064,0.7205450939277975,0.8912280126823914,0.75,char_tfidf,0.7758000000000002,0.6778830169455169,0.8595873654885761,0.8615999999999999,0.7767039748591744,0.9306588654401154,-0.055199999999999916,0.6836,0.5336000000000001,0.27279999999999993,False,True,False
sentence_basis_changed,37,social_deixis_honorifics_status_encoding,mean_pooled,3,layer_3,0.9456,0.9009510325869479,0.981593824800422,0.5544,0.4278260758848995,0.6716022212708997,0.66,char_tfidf,0.95,0.9038453733766235,0.9822887634708287,0.7276,0.6169516170104405,0.8290658870381211,-0.17320000000000002,0.9348,0.5768,-0.022399999999999975,False,False,True
sentence_basis_changed,38,speech_act_force_and_request_directness,mean_pooled,22,layer_22,0.8936,0.8287263463077539,0.9537536592207263,0.7192,0.6069668750000001,0.8209134615384615,0.65,length_punct,0.8964,0.8258191040977927,0.9563680813428341,0.6040000000000001,0.48797849958949097,0.716799601160331,0.11519999999999986,0.8616,0.5816,0.13759999999999994,False,False,False
sentence_basis_changed,39,deixis_and_perspective_anchoring,final_token,0,layer_0,0.62,0.5017937339677342,0.7254134492014389,0.5972000000000001,0.48642318505249543,0.7079414333435331,0.55,length_punct,0.54,0.42096838735494196,0.6490785256410256,0.491,0.3729260606060606,0.6075024406946689,0.10620000000000007,1.0,0.5504,0.046800000000000064,False,True,True
sentence_basis_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,0.731,0.6589643389278325,0.8089047619047619,0.49,0.47,0.5,0.5,length_punct,0.7756,0.6792824516778866,0.8675530548757965,0.49999999999999994,0.39260199463165435,0.6145974445812808,-0.009999999999999953,1.0,0.4468,0.043200000000000016,False,True,True
