candidate_key,probe_family,variable_id,variable,representation,layer_idx,layer_name,hidden_dim,regularization_c,train_accuracy,train_balanced_accuracy,train_f1,train_auroc,train_n,train_positive_rate,val_accuracy,val_balanced_accuracy,val_f1,val_auroc,val_n,val_positive_rate,test_accuracy,test_balanced_accuracy,test_f1,test_auroc,test_n,test_positive_rate,suspiciously_high_test_auroc,possible_overfit,weak_signal,selected_by,val_auroc_ci_lower,val_auroc_ci_upper,val_auroc_bootstrap_valid_samples,test_auroc_ci_lower,test_auroc_ci_upper,test_auroc_bootstrap_valid_samples
delta_direction_basis_to_changed|var=11|repr=final_token|layer=0,delta_direction_basis_to_changed,11,agreement_indexing_density,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.5,0.5,0.5,0.7316,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6212970451984058,0.8314977931085643,1000.0
delta_direction_basis_to_changed|var=12|repr=final_token|layer=0,delta_direction_basis_to_changed,12,optionality_vs_obligatoriness_of_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.54,0.54,0.54,0.6644000000000001,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.5506914464845499,0.7701984848484847,1000.0
delta_direction_basis_to_changed|var=13|repr=final_token|layer=3,delta_direction_basis_to_changed,13,redundancy_cumulative_exponence,final_token,3,layer_3,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.74,0.74,0.74,0.878,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.812490591128061,0.9363893066344575,1000.0
delta_direction_basis_to_changed|var=14|repr=final_token|layer=18,delta_direction_basis_to_changed,14,definiteness_and_specificity,final_token,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.98,0.98,0.98,0.986,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9599983974358974,1.0,1000.0
delta_direction_basis_to_changed|var=15|repr=final_token|layer=19,delta_direction_basis_to_changed,15,number_marking,final_token,19,layer_19,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.76,0.76,0.76,0.7864,100,0.5,0.4,0.4,0.4,0.4376,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.687665596146126,0.8731654801343615,1000.0,0.31992622018699096,0.5545072115384615,1000.0
delta_direction_basis_to_changed|var=16|repr=final_token|layer=0,delta_direction_basis_to_changed,16,gender_noun_class,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.94,0.94,0.94,0.9884000000000001,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.971986546525475,0.9991883116883117,1000.0
delta_direction_basis_to_changed|var=17|repr=final_token|layer=20,delta_direction_basis_to_changed,17,animacy_and_humanness,final_token,20,layer_20,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.8,0.8,0.8,0.9248,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.8689703525641027,0.9699583584943638,1000.0
delta_direction_basis_to_changed|var=18|repr=mean_pooled|layer=11,delta_direction_basis_to_changed,18,person_marking_and_person_hierarchy,mean_pooled,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.82,0.82,0.82,0.8996,100,0.5,0.72,0.72,0.72,0.8208,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8259242223459431,0.955040388990108,1000.0,0.7355937802035922,0.8946225229916838,1000.0
delta_direction_basis_to_changed|var=19|repr=mean_pooled|layer=9,delta_direction_basis_to_changed,19,inclusive_exclusive_distinction,mean_pooled,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.94,0.94,0.94,0.9908,100,0.5,0.76,0.76,0.76,0.9096000000000001,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9759278199560032,0.9987981129951982,1000.0,0.8554977560179519,0.9579798828622358,1000.0
delta_direction_basis_to_changed|var=20|repr=final_token|layer=1,delta_direction_basis_to_changed,20,pronoun_richness_and_reduction,final_token,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9999999999999999,1.0,1000.0
delta_direction_basis_to_changed|var=21|repr=final_token|layer=5,delta_direction_basis_to_changed,21,possession_and_alienability,final_token,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.9,0.9,0.9,0.9604,100,0.5,0.76,0.76,0.76,0.8735999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9217068866751474,0.9883914262820512,1000.0,0.8020740896572827,0.93678488373278,1000.0
delta_direction_basis_to_changed|var=22|repr=final_token|layer=1,delta_direction_basis_to_changed,22,tense_prominence,final_token,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.68,0.68,0.68,0.8248,100,0.5,0.86,0.86,0.86,0.9252,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7419381435006436,0.8958908279220779,1000.0,0.8669812683900799,0.9727650792854277,1000.0
delta_direction_basis_to_changed|var=23|repr=final_token|layer=18,delta_direction_basis_to_changed,23,aspect_and_event_structure,final_token,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.88,0.88,0.88,0.9616,100,0.5,0.46,0.46,0.46,0.38359999999999994,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.9259681637077908,0.9868036026111792,1000.0,0.2708870869033048,0.4894133895982636,1000.0
delta_direction_basis_to_changed|var=24|repr=final_token|layer=21,delta_direction_basis_to_changed,24,modality_and_mood,final_token,21,layer_21,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.9,0.9,0.9,0.9683999999999999,100,0.5,0.62,0.62,0.62,0.7444,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9350541015364348,0.9919484702093397,1000.0,0.6456161616161618,0.838568132717396,1000.0
delta_direction_basis_to_changed|var=25|repr=mean_pooled|layer=0,delta_direction_basis_to_changed,25,epistemic_modality,mean_pooled,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.82,0.82,0.82,0.7515999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6478563043574919,0.852171717171717,1000.0
delta_direction_basis_to_changed|var=26|repr=final_token|layer=6,delta_direction_basis_to_changed,26,evidentiality,final_token,6,layer_6,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.72,0.72,0.72,0.8855999999999999,100,0.5,0.58,0.58,0.58,0.7020000000000001,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.81596976328458,0.9382185704602142,1000.0,0.5957534271284273,0.7965029761904762,1000.0
delta_direction_basis_to_changed|var=27|repr=final_token|layer=0,delta_direction_basis_to_changed,27,mirativity_stance_and_affect_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9999999999999999,1.0,1000.0
delta_direction_basis_to_changed|var=28|repr=mean_pooled|layer=2,delta_direction_basis_to_changed,28,negation_and_polarity_structure,mean_pooled,2,layer_2,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.66,0.66,0.66,0.7867999999999999,100,0.5,0.82,0.82,0.82,0.9604,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6980103773584907,0.8686322331661607,1000.0,0.9224136363636363,0.9867623444399839,1000.0
delta_direction_basis_to_changed|var=29|repr=final_token|layer=0,delta_direction_basis_to_changed,29,quantifier_scope_and_distributivity,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.84,0.84,0.84,0.9743999999999999,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9482757575757577,0.9927971188475391,1000.0
delta_direction_basis_to_changed|var=30|repr=final_token|layer=0,delta_direction_basis_to_changed,30,conditional_and_counterfactual_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.9,0.9,0.9,0.9284,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.8767742330160917,0.9703994689388711,1000.0
delta_direction_basis_to_changed|var=31|repr=final_token|layer=0,delta_direction_basis_to_changed,31,subordination_and_embedding,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.5,0.5,0.5,0.7468,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6380675220908035,0.8352500364219114,1000.0
delta_direction_basis_to_changed|var=32|repr=final_token|layer=0,delta_direction_basis_to_changed,32,quotation_and_reported_speech_structure,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9999999999999999,1.0,1000.0
delta_direction_basis_to_changed|var=33|repr=final_token|layer=5,delta_direction_basis_to_changed,33,discourse_relation_marking,final_token,5,layer_5,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.78,0.78,0.78,0.75,100,0.5,0.16,0.16,0.16,0.0864,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.6464995941558442,0.8460563428342032,1000.0,0.039504590163934435,0.149671937318379,1000.0
delta_direction_basis_to_changed|var=34|repr=mean_pooled|layer=12,delta_direction_basis_to_changed,34,topic_comment_structure,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.8,0.8,0.8,0.944,100,0.5,0.98,0.98,0.98,0.9995999999999999,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.8989898989898991,0.9788281934965877,1000.0,0.9975843214756258,1.0,1000.0
delta_direction_basis_to_changed|var=35|repr=final_token|layer=0,delta_direction_basis_to_changed,35,focus_and_given_new_marking,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,1.0,1.0,1.0,1.0,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9999999999999999,1.0,1000.0
delta_direction_basis_to_changed|var=36|repr=final_token|layer=12,delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.82,0.82,0.82,0.9556,100,0.5,0.92,0.92,0.92,0.9472,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9180717410962294,0.9826977382520861,1000.0,0.9012631411970614,0.9817535876623377,1000.0
delta_direction_basis_to_changed|var=37|repr=final_token|layer=0,delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.5,0.5,0.5,0.75,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6412093246389465,0.8401506249999999,1000.0
delta_direction_basis_to_changed|var=38|repr=final_token|layer=2,delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,final_token,2,layer_2,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.56,0.56,0.56,0.58,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.46152336553945256,0.6858997584541063,1000.0
delta_direction_basis_to_changed|var=39|repr=mean_pooled|layer=14,delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,mean_pooled,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.7,0.7,0.7,0.81,100,0.5,0.84,0.84,0.84,0.8816,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7204050480769231,0.8919589995088945,1000.0,0.81159125,0.9399577001435937,1000.0
delta_direction_basis_to_changed|var=40|repr=final_token|layer=0,delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.74,0.74,0.74,0.8508,100,0.5,0.5,0.5,0.5,0.518,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.7687517171717172,0.9139562621286759,1000.0,0.40262001958580884,0.6397618165993447,1000.0
sentence_basis_changed|var=1|repr=mean_pooled|layer=12,sentence_basis_changed,1,Subject expression / pro-drop,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.53,0.53,0.11320754716981132,0.9683999999999999,100,0.5,0.5,0.5,0.0,0.9503999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9326923076923077,0.992797118847539,1000.0,0.9079609400578412,0.9832008044763799,1000.0
sentence_basis_changed|var=2|repr=mean_pooled|layer=8,sentence_basis_changed,2,basic_constituent_order,mean_pooled,8,layer_8,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.87,0.87,0.8539325842696629,0.9216000000000001,100,0.5,0.54,0.54,0.5576923076923077,0.5928,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.8619128286417689,0.9681905982252141,1000.0,0.47824939644481196,0.7060035527900441,1000.0
sentence_basis_changed|var=3|repr=mean_pooled|layer=9,sentence_basis_changed,3,nominal_modifier_order,mean_pooled,9,layer_9,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.82,0.8200000000000001,0.8163265306122449,0.8944,100,0.5,0.51,0.51,0.5420560747663551,0.5312,100,0.5,False,False,True,validation_auroc_then_validation_balanced_accuracy,0.8268327875325158,0.9499035280339628,1000.0,0.41744115259740266,0.6370432449494949,1000.0
sentence_basis_changed|var=4|repr=mean_pooled|layer=18,sentence_basis_changed,4,case_marking,mean_pooled,18,layer_18,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.94,0.94,0.9375,0.992,100,0.5,0.97,0.97,0.9690721649484536,0.9916,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9788934892138674,0.9991996798719488,1000.0,0.9767888528353936,1.0,1000.0
sentence_basis_changed|var=5|repr=mean_pooled|layer=8,sentence_basis_changed,5,morphosyntactic_alignment,mean_pooled,8,layer_8,1024,1.0,0.99875,0.99875,0.9987515605493134,1.0,800,0.5,0.77,0.77,0.7526881720430108,0.8516,100,0.5,0.78,0.78,0.7884615384615384,0.8208000000000001,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.7731132344934747,0.9194882006161342,1000.0,0.7280542194323809,0.8965755709807434,1000.0
sentence_basis_changed|var=6|repr=final_token|layer=14,sentence_basis_changed,6,transitivity_valency,final_token,14,layer_14,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.6666666666666666,0.864,100,0.5,0.51,0.51,0.6711409395973155,0.9644,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.7833680416258533,0.9326968584251326,1000.0,0.9283313204508857,0.9931329622758194,1000.0
sentence_basis_changed|var=7|repr=final_token|layer=0,sentence_basis_changed,7,voice_and_agent_prominence,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.76,0.76,0.7894736842105263,0.8595999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.7843978431372549,0.9214773193760263,1000.0
sentence_basis_changed|var=8|repr=final_token|layer=13,sentence_basis_changed,8,causativity_and_valency_change,final_token,13,layer_13,1024,1.0,0.98,0.98,0.9800498753117207,0.999165625,800,0.5,0.96,0.96,0.9591836734693877,0.9952000000000001,100,0.5,0.8,0.8,0.8148148148148148,0.8572,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.984172077922078,1.0,1000.0,0.7827952173913043,0.9232132796916438,1000.0
sentence_basis_changed|var=9|repr=mean_pooled|layer=7,sentence_basis_changed,9,analytic_vs_synthetic_encoding,mean_pooled,7,layer_7,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.8,0.8,0.75,1.0,100,0.5,0.93,0.9299999999999999,0.9247311827956989,0.9952,100,0.5,True,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.9867501672688345,1.0,1000.0
sentence_basis_changed|var=10|repr=mean_pooled|layer=1,sentence_basis_changed,10,morphological_segmentation_type,mean_pooled,1,layer_1,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.88,0.88,0.8888888888888888,0.9812,100,0.5,0.79,0.79,0.7529411764705882,0.9556,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9599807807506785,0.9971900243118818,1000.0,0.9099467205589583,0.9890968054933571,1000.0
sentence_basis_changed|var=11|repr=final_token|layer=0,sentence_basis_changed,11,agreement_indexing_density,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.69,0.69,0.6593406593406593,0.7536,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.6550545218087235,0.841054638804961,1000.0
sentence_basis_changed|var=12|repr=mean_pooled|layer=12,sentence_basis_changed,12,optionality_vs_obligatoriness_of_marking,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.9,0.9,0.8888888888888888,0.9868000000000001,100,0.5,0.58,0.58,0.6911764705882353,0.6275999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9630603653151345,1.0,1000.0,0.5116633479975639,0.7335170048309179,1000.0
sentence_basis_changed|var=13|repr=mean_pooled|layer=23,sentence_basis_changed,13,redundancy_cumulative_exponence,mean_pooled,23,layer_23,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.97,0.97,0.9690721649484536,0.994,100,0.5,0.52,0.52,0.4146341463414634,0.6208,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.981665,1.0,1000.0,0.5088965518514144,0.7263432533013205,1000.0
sentence_basis_changed|var=14|repr=mean_pooled|layer=13,sentence_basis_changed,14,definiteness_and_specificity,mean_pooled,13,layer_13,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.84,0.84,0.8431372549019608,0.8956,100,0.5,0.73,0.73,0.7157894736842105,0.8204,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8231192476990796,0.9535877418008553,1000.0,0.7250312416996683,0.8985665790013616,1000.0
sentence_basis_changed|var=15|repr=final_token|layer=23,sentence_basis_changed,15,number_marking,final_token,23,layer_23,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.6527777777777778,0.6096,100,0.5,0.46,0.46,0.5573770491803278,0.4376,100,0.5,False,True,True,validation_auroc_then_validation_balanced_accuracy,0.5042383701188455,0.7266595868732301,1000.0,0.3252199473313305,0.5525274172168867,1000.0
sentence_basis_changed|var=16|repr=final_token|layer=0,sentence_basis_changed,16,gender_noun_class,final_token,0,layer_0,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,1.0,1.0,1.0,1.0,100,0.5,0.84,0.84,0.8596491228070176,0.8667999999999999,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9999999999999999,1.0,1000.0,0.7853733170134639,0.9330431547619048,1000.0
sentence_basis_changed|var=17|repr=final_token|layer=12,sentence_basis_changed,17,animacy_and_humanness,final_token,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.67,0.6699999999999999,0.6796116504854369,0.7328,100,0.5,0.67,0.67,0.7272727272727273,0.7931999999999999,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6285971685568046,0.8222407333065702,1000.0,0.700372938578884,0.8764107142857143,1000.0
sentence_basis_changed|var=18|repr=final_token|layer=9,sentence_basis_changed,18,person_marking_and_person_hierarchy,final_token,9,layer_9,1024,1.0,0.96375,0.96375,0.9635220125786164,0.9954937500000001,800,0.5,0.64,0.6399999999999999,0.660377358490566,0.7312000000000001,100,0.5,0.59,0.59,0.6962962962962963,0.6776,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.6306132271090255,0.8261611815619967,1000.0,0.5697832939964199,0.7772291024933349,1000.0
sentence_basis_changed|var=19|repr=mean_pooled|layer=11,sentence_basis_changed,19,inclusive_exclusive_distinction,mean_pooled,11,layer_11,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.74,0.74,0.7719298245614035,0.8776,100,0.5,0.71,0.71,0.6881720430107527,0.7435999999999998,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.8039722601364914,0.9358771436896437,1000.0,0.6427864225690275,0.8369909920489935,1000.0
sentence_basis_changed|var=20|repr=mean_pooled|layer=12,sentence_basis_changed,20,pronoun_richness_and_reduction,mean_pooled,12,layer_12,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.93,0.9299999999999999,0.9247311827956989,0.992,100,0.5,0.91,0.9099999999999999,0.9174311926605505,0.922,100,0.5,False,False,False,validation_auroc_then_validation_balanced_accuracy,0.9775629767161782,1.0,1000.0,0.864176353663446,0.9704239425238694,1000.0
sentence_basis_changed|var=21|repr=mean_pooled|layer=15,sentence_basis_changed,21,possession_and_alienability,mean_pooled,15,layer_15,1024,1.0,1.0,1.0,1.0,1.0,800,0.5,0.75,0.75,0.7058823529411765,0.8356,100,0.5,0.69,0.69,0.6868686868686869,0.7276,100,0.5,False,True,False,validation_auroc_then_validation_balanced_accuracy,0.7518507402961185,0.9095638255302121,1000.0,0.6136044491354213,0.8213165951839604,1000.0
